index	V1-Right-elbow-healthy-A12	V1-Left-elbow-psoriasis-RB1	V1-Left-elbow-Healthy-RD3	V1-Left-elbow-Healthy-RC11	V1-Left-elbow-Psoriasis-RD1	V1-Right-hairline-healthy-A7	V1-Left-elbow-Psoriasis-RD6	V1-Right-hairline-psoriasis-A6	V1-Right-elbow-psoriasis-A10	V1-Left-elbow-Healthy-RC6	V1-Left-elbow-Psoriasis-RD2	V1-Left-elbow-healthy-RB4	V1-Left-elbow-Healthy-RC5	V1-Mid-lower-back-psoriasis-RB5	V1-Left-elbow-Healthy-RD5	V1-Left-elbow-Healthy-RC2	V1-Left-elbow-Healthy-RD4	V1-Left-elbow-Psoriasis-RC12	V1-Left-elbow-Healthy-RC1	V1-Right-hairline-healthy-A8	V1-Left-elbow-Psoriasis-RD8	V1-Left-elbow-Healthy-RC4	V1-Mid-lower-back-psoriasis-RB6	V1-Left-elbow-Healthy-RC8	V1-Left-elbow-Healthy-RC10	V1-Left-elbow-Healthy-RC9	V1-Left-elbow-Healthy-RC3	V1-Right-elbow-healthy-A11	V1-Right-elbow-psoriasis-A9	V1-Left-elbow-Healthy-RC7	V1-Left-elbow-Psoriasis-RD7	V1-Left-elbow-healthy-RB3	V1-Mid-lower-back-healthy-RB7	V1-Left-elbow-psoriasis-RB2	V1-Mid-lower-back-healthy-RB8	V1-Right-hairline-psoriasis-A5	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_Left_elbow	GROUP_MEAN_Sex_female	GROUP_MEAN_Body_side_na	GROUP_MEAN_DESCRIPTION_Right_hairline	GROUP_MEAN_Body_side_right	GROUP_MEAN_DESCRIPTION_Right_elbow	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_1	GROUP_MEAN_DESCRIPTION_Mid_lower_back	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_Left_elbow	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_Body_side_na	GROUP_MEDIAN_DESCRIPTION_Right_hairline	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_DESCRIPTION_Right_elbow	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_1	GROUP_MEDIAN_DESCRIPTION_Mid_lower_back	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_Left_elbow	GROUP_SUM_Sex_female	GROUP_SUM_Body_side_na	GROUP_SUM_DESCRIPTION_Right_hairline	GROUP_SUM_Body_side_right	GROUP_SUM_DESCRIPTION_Right_elbow	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_1	GROUP_SUM_DESCRIPTION_Mid_lower_back	GROUP_SUM_DESCRIPTION_2_psoriasis
969.668__7.79_1917	49355063.72587932	55004110.11754651	24437478.878161132	52197195.36031701	18681666.133439347	7814838.697792656	18546412.71935166	4334822.463347345	33736671.10040715	39218042.16954192	58537659.88760562	60938123.46337646	59828664.38239638	7302061.480244092	26336659.58283466	27639209.66018245	22940981.25647417	21850102.63927328	35285456.628877535	17976831.192866344	12062086.613382667	60246565.72896335	4440442.951894357	43379043.899332665	39576131.954181835	41425732.640833616	24761646.01390049	39744110.845296495	45489622.28234724	69054868.88356239	7288628.926781549	42065561.14867097	7156368.513638054	29874313.799654167	10153892.986006811	3140197.501663446	36433293.98241304	37132347.60369341	31161701.839722916	7263191.482945829	8316672.463917447	31829509.980986908	42081366.98848255	46674346.16231907	31161701.839722916	7263191.482945829	22877771.329781316	39397087.06186187	37251749.39920972	28756761.72991831	7229214.996941073	6074830.58057	27639209.66018245	42616866.56382187	45489622.28234724	28756761.72991831	7229214.996941073	18614039.426395506	801532467.6130868	891176342.4886419	1121821266.230025	29052765.931783315	33266689.85566979	859396769.4866465	168325467.9539302	233371730.81159535	1121821266.230025	29052765.931783315	320288798.6169384
968.569__6.23_4939	27031362.912087068	44095291.97593505	35946828.04875088	43755702.25146146	27744446.755141314	15517856.329529919	35453319.176754035	24727553.57298874	95116443.68909644	24429097.815738715	17944039.083986852	49924809.98813698	53313820.48852708	22714682.44185654	30717457.854644395	17976127.856924295	37936060.45048583	32426936.494228505	25341902.73008163	21179903.858560394	46700955.191058576	26570601.044267405	39346427.844210334	19659173.026972413	43142611.96161458	29324695.403952833	22407724.53109318	17054275.005665094	21048970.69445497	16286064.296282422	51607026.88387509	37827668.96371142	26407576.364594374	17515201.431294695	29048731.95669084	15978780.012529355	29581820.597262416	32835315.15437165	31756114.677421767	29379354.65183802	19351023.443402104	31677435.804677725	40062763.07532589	34082388.61070661	31756114.677421767	29379354.65183802	35172862.51767217	26800981.978177235	31572197.17443645	27387904.833614193	27728154.16064261	18579341.935544875	27031362.912087068	24040166.803271018	37827668.96371142	27387904.833614193	27728154.16064261	30085691.624684907	650800053.1397731	788047563.7049196	1143220128.3871837	117517418.60735208	77404093.77360842	855290766.7262986	160251052.30130357	170411943.05353308	1143220128.3871837	117517418.60735208	492420075.2474104
967.688__8.07_678	71277511.31146762	55298080.75054781	18087066.46588669	21214164.939075936	32632717.91043053	31596442.878763154	34042099.37484974	13112078.72968113	34525747.37227897	43440421.97985287	30842841.1611677	93438722.61969586	29037109.608537	18174995.25515244	48152922.953108005	32447898.775428876	36445955.13585972	20041543.85913361	63538786.6456933	60504664.40475765	16716541.62965335	14189797.923719805	4134874.3944809246	21123385.849589005	95468943.19505267	25361541.52144729	14412679.349744124	21601730.079654377	26860810.979093306	17727012.71452815	5097172.466610593	32194583.057090476	9347011.967173435	26386962.490701716	11571005.718732396	20921947.098329958	36917243.595220834	34472456.34905853	31971327.01574917	10806971.8338848	31533783.277882975	32354100.938307475	38566449.93562357	46835831.97942583	31971327.01574917	10806971.8338848	24199172.390865125	30316776.24365008	29939975.38485235	26623886.73489751	10459008.842952915	26259194.988546558	29037109.608537	30693279.17568614	32194583.057090476	26623886.73489751	10459008.842952915	23654454.794515837	812179359.0948584	827338952.3774048	1150967772.56697	43227887.3355392	126135133.1115319	873560725.3343018	154265799.7424943	234179159.89712915	1150967772.56697	43227887.3355392	338788413.47211176
964.712__7.85_1165	42952519.11655298	55295734.81200253	28935746.055693172	45627768.38914675	17568450.273699127	7790541.8251938615	20214709.917162776	3902330.244299757	39316232.96958972	41579444.41903042	68235486.91485375	55223238.53704314	71061438.7948226	7002048.505987453	23218142.274965163	28214683.00188196	21782413.256563786	18858448.035076752	37412444.44529413	18978558.164663535	15308304.78171494	69283936.24582979	3510995.0572354468	38196195.63892409	30626250.70064513	30088486.301274713	25720785.765546393	32982696.94302926	50240773.895486616	69582402.5946997	6988499.285892406	33967347.587837	6273261.848855238	26774592.016607933	9926617.530828064	2746331.27330408	34973859.97446914	36656872.918592006	30705218.261700947	6678230.73572655	8354440.376865308	31747157.319605585	41373055.73116464	44300337.36979545	30705218.261700947	6678230.73572655	23997352.713065237	31804473.821837194	30357368.50095992	28575214.52878757	6637655.177421346	5846436.034746809	28935746.055693172	41134376.043071344	50240773.895486616	28575214.52878757	6637655.177421346	18213449.15438794	769424919.4383211	879764950.0462081	1105387857.4212341	26712922.9429062	33417761.50746123	857173247.6293508	165492222.92465857	221501686.84897724	1105387857.4212341	26712922.9429062	335962937.9829133
964.712__6.79_3416	36980973.88772427	93385455.43163852	50791706.48647769	47222416.17170301	24254126.94631931	14944888.416482387	27449795.050681934	19256848.18623941	26696831.922555592	17556159.098436642	96227160.06273898	75654682.41371332	19247477.67584562	19831823.35756887	33421105.824028496	28995477.215460904	45296407.292998604	15402385.00066042	156414541.97832975	29568766.729733188	19967111.633175805	74422494.33685443	36144463.16910637	18452362.228513967	88644538.15033554	40755481.375636294	44742673.03450598	36662030.68870335	40117164.7129498	19836017.076257173	12204263.298545744	16780863.056698132	19952569.77746443	14760691.57747166	16329033.43913721	20730256.783494063	42394212.10704728	45078558.01737616	38863917.874671854	23064472.43581922	21125190.02898726	39486825.79823846	35114250.302983254	48139771.43849429	38863917.874671854	23064472.43581922	33316312.652367603	35041568.256365925	31208291.5197447	28222636.13307142	19892196.56751665	19993552.48486674	28995477.215460904	36821502.28821381	40117164.7129498	28222636.13307142	19892196.56751665	22492191.864906687	932672666.3550402	1081885392.417028	1399101043.4881868	92257889.74327688	84500760.11594903	1066144296.5524386	140457001.21193302	240698857.19247144	1399101043.4881868	92257889.74327688	466428377.13314646
964.583__5.02_189	5077584.391218727	6176855.238802164	359791619.977689	8549870.947982918	705219039.9781438	5502252.787256074	460987240.12478614	145250020.73451185	681601395.4441419	13781834.580987664	383443144.41565686	9755745.503343632	102136897.14733046	5772506.35730755	279295852.347754	111670710.55117121	111316572.8485227	87654689.66269219	6550301.115576528	61511971.578550756	480773216.41202855	54417080.50415123	226089701.22819534	20756975.45861662	9545517.796313662	11537727.317908226	52609310.44538219	5345045.538008005	7609212.92554177	10847299.261690391	531437962.7065675	6556651.022397776	5713903.862280188	7813541.1468065325	6556594.83681906	17357598.11807357	57219423.62822504	159692735.68801257	139055929.00872794	61033176.571150534	57405460.80459806	174961804.8960264	174908309.5747276	7582401.167378375	139055929.00872794	61033176.571150534	267656151.74951825	11192513.289799308	53513195.47476672	19057286.7883451	6164550.597063305	39434784.84831216	61511971.578550756	6477129.231774887	7609212.92554177	19057286.7883451	6164550.597063305	185669860.98135358	1258827319.820951	3832625656.512302	5006013444.314206	244132706.28460214	229621843.21839225	4723968732.192713	699633238.2989104	37912005.836891875	5006013444.314206	244132706.28460214	3747186124.4932556
963.622__7.98_3912	96373884.70282876	33584057.68774828	29602563.85885035	31254854.34432432	13385372.579846652	26496987.367024887	13629936.938323457	13394936.976866	62509710.78610413	16972608.74963759	16564548.784700371	21980241.77502084	25846587.39515451	14378266.058140052	21157452.985426445	41002065.583890736	96835386.78483932	53817078.14196718	28499217.325899657	30499079.257529948	27792710.41976009	13629936.938323457	11393378.20374697	30300931.588973783	36366081.74492336	40190769.801635705	14202206.693314312	39348264.93046635	67500270.52382566	25262382.069716595	22086877.460692342	23499890.224243734	15216178.550521288	57801236.78806096	17918666.04691301	28848947.05375179	32838919.941793587	30636041.52771975	32198432.420083124	14726622.214830332	24809987.663793154	33180421.52832489	66433032.73580623	40873139.3997799	32198432.420083124	14726622.214830332	31191952.028823853	27498102.346462272	26819648.9074573	27144848.89339249	14797222.30433067	27672967.21038834	28499217.325899657	65004990.654964894	33584057.68774828	27144848.89339249	14797222.30433067	24939793.940226216	722456238.7194589	735264996.665274	1159143567.1229925	58906488.859321326	99239950.65517262	895871381.264772	265732130.9432249	204365696.9988995	1159143567.1229925	58906488.859321326	436687328.40353394
962.733__8.07_615	64077396.94119384	61186619.06864575	16614827.05409492	18175932.652668655	29004562.154535014	35352599.28217866	26609347.48309732	13529629.357415983	45923695.87476202	44808225.83612913	34866709.081506565	80957026.44791764	32760381.853971776	20988497.32901349	37874698.200922355	28330747.73376965	37734634.25703116	21764382.784436356	70114245.80868366	68101046.14296924	20073736.204110827	22806498.39825006	8985104.763289686	19820511.23042065	90545221.94768834	27853460.342016388	16080494.13074385	19570018.752323743	24103265.254666552	17815063.88943327	7923048.423591688	30304511.109768264	9623664.125944018	29602150.41112375	12011522.389961567	19620770.883774128	36424214.93309459	34317793.18768988	32375395.766723607	12902197.15205219	34151011.4165845	32879699.507471085	38418594.20573654	45230714.45842439	32375395.766723607	12902197.15205219	26012965.648140647	29317629.421768956	28667654.944152333	27231403.912556853	10817593.257952793	27486685.082976393	27853460.342016388	35013480.56471428	30304511.109768264	27231403.912556853	10817593.257952793	22933824.019551456	801332728.5280809	823627036.504557	1165514247.6020498	51608788.60820876	136604045.666338	887751886.7017193	153674376.82294616	226153572.29212195	1165514247.6020498	51608788.60820876	364181519.07396907
961.607__7.73_3285	182436087.56781772	13871399.620384762	8705499.07210354	93701352.31941552	11492673.396971697	9628063.521391466	17819103.36404962	28873965.680576175	69068601.31817994	42634839.42256099	22935204.84720619	53043168.95883251	38695924.90606674	13201745.845607566	139116936.82284275	29032341.92785388	549387469.4398404	288626452.8595052	10059171.736597735	10587089.71063553	11523489.133716673	28304388.873212945	20466868.52375881	22175683.597418673	12737068.579959527	18968723.84615573	28628596.69140884	10387055.48509876	21026679.618162066	189175703.5590818	10298674.970497983	13598975.476347765	13067585.077799818	157390354.90325734	20308269.959226083	19825704.705212526	69289999.84325768	75496799.93022037	61966692.092743196	16761117.35159807	17228705.904453926	70549106.19834736	70729605.99731462	51786115.71539689	61966692.092743196	16761117.35159807	50458637.05622047	25240036.235315807	25619796.86020957	20746774.07096044	16755007.902416825	15206397.207924027	22935204.84720619	45047640.468171	21026679.618162066	20746774.07096044	16755007.902416825	20146286.614485666	1524379996.551669	1811923198.3252888	2230800915.338755	67044469.40639228	68914823.6178157	1904825867.3553789	282918423.98925847	258930578.57698444	2230800915.338755	67044469.40639228	706420918.7870866
961.584__7.56_4092	26262444.358365737	34149024.750304446	19213542.294997845	15204116.049197584	24089652.059702348	22105798.221792296	61646484.817843474	15476358.428397497	39582607.52782436	64036949.265521325	46314644.75028229	32875290.484732576	48128818.22474178	31590699.508964974	41938334.887381375	24072452.99364359	52222833.38637431	36185256.565642186	26336002.870129935	39017444.76687404	29260973.953463253	30991335.918645333	21901210.449045107	15959600.076486906	16721052.090322157	15304013.63467212	21134529.06920846	27001537.08042012	34752265.25530876	14170384.556500366	44675176.95713345	16685234.052956922	41545616.41470467	18327029.00672553	20942217.911904726	44867317.793261394	28721343.118617002	31235113.863192063	30963562.51204092	28994936.07115487	30366729.802581307	31922950.46662317	31899713.555479746	27357768.71000565	30963562.51204092	28994936.07115487	34487050.13027851	25167448.676004663	27798488.411796592	28131255.51694169	26745954.97900504	30561621.494333167	27001537.08042012	30876901.167864442	32875290.484732576	28131255.51694169	26745954.97900504	34450645.002806604	631869548.6095741	749642732.7166095	1114688250.433473	115979744.28461948	121466919.21032523	861919662.5988256	127598854.22191899	136788843.55002823	1114688250.433473	115979744.28461948	482818701.82389915
958.665__8.09_4410	97660515.24809152	28423507.067403942	15882568.332889272	31281442.378769007	47095532.812092096	15946972.220149243	11760073.109353578	20670245.563938893	82398261.72146817	14385677.557291491	13471376.571696028	37172647.49204902	14728627.864986947	9981401.306746813	30147835.791116174	42459818.16973264	77541068.18807092	67628314.83291374	46676408.84623781	11553188.541263556	21207055.17835459	17971627.28976704	21516958.709495105	22091300.373339284	59921050.59272481	14203323.898114556	16535086.891849244	41130880.903241865	51279947.47488575	29527205.001657777	18172771.094512604	38906309.780366875	8651089.151555896	71742294.18880758	23709738.546286073	15809626.869218498	32185653.77543414	32872205.137670707	33034493.04334551	15964796.92852097	15995008.298642548	33253994.660845976	68117401.33692183	45504941.20070263	33034493.04334551	15964796.92852097	34368383.32149196	26618471.773971923	28975356.03453086	22900519.45981268	15749180.008120958	15878299.54468387	21207055.17835459	66839104.598176956	38906309.780366875	22900519.45981268	15749180.008120958	21362006.943924848	708084383.0595511	788932923.3040969	1189241749.5604384	63859187.71408388	63980033.19457019	897857855.8428414	272469605.3476873	227524706.00351316	1189241749.5604384	63859187.71408388	481157366.5008874
956.655__7.73_4299	325123066.5461254	43362608.629810765	22738484.065042216	90491106.4405188	10547495.813231157	14785329.627909627	34750237.28036345	12437031.076642008	196401682.75538328	11964378.708307287	20805042.36203766	123833910.17479748	20522620.972507738	17666802.77885635	344120543.0909039	13179664.844729738	1193678087.6770754	517405261.81660116	13462086.234259661	12242631.020182244	22677427.250353366	22739862.550395872	27489015.24757917	12285328.76347195	43275765.73361001	14032510.197922124	19117337.52735873	36813424.71458181	16009592.72992785	284294986.4767021	26152353.475767136	29740449.98655682	23491204.311327443	309660561.0314704	11767557.897080123	21735990.678072665	121986378.98006211	135201587.96265814	110022262.23576285	20103645.05871077	15300245.600701638	124362212.50740951	143586941.6865046	104521424.51051266	110022262.23576285	20103645.05871077	91221507.35186405	22739173.307719044	24446108.013081506	22739173.307719044	20579003.545091897	13611180.352275819	22677427.250353366	116607553.73498255	43362608.629810765	22739173.307719044	20579003.545091897	24414890.36306025	2683700337.5613666	3244838111.103795	3960801440.4874625	80414580.23484308	61200982.40280655	3357779737.700057	574347766.7460184	522607122.5525633	3960801440.4874625	80414580.23484308	1277101102.9260967
954.678__8.37_2186	27894312.0320727	76401361.14487198	9368220.495066322	24352731.72772352	57457299.866172686	1917476.5474896242	34787279.32689251	2481651.6038998333	12937434.841102365	39696727.11699988	39647680.603084505	39705133.43418853	38651572.913540065	3710122.278932262	38700080.400194205	64247477.177407056	46647755.911858946	52530910.54999093	56466127.29493118	6955834.3521721475	6491319.772033617	39183643.01733523	2398310.5636859885	52008187.26062972	73333318.15649097	79158621.2411578	42977035.250544	19229089.115719922	19661479.0519456	34203418.644051746	3418935.5393920895	94744868.17001435	3539465.3391966186	13116106.456078526	6361314.230872106	2110831.0367977223	38151927.719529845	44053992.14461043	32402587.012903817	4002303.103171744	3366448.385089832	33587221.17758339	19930578.76021015	48725789.6514198	32402587.012903817	4002303.103171744	23367908.75963434	38941861.70876472	39700930.275594205	34495348.98547213	3624793.8090644404	2296241.320348778	38651572.913540065	19445284.083832763	39705133.43418853	34495348.98547213	3624793.8090644404	13026770.648590446	839342409.8296566	1057295811.4706503	1166493132.4645374	16009212.412686976	13465793.540359328	906854971.7947514	79722315.0408406	243628948.257099	1166493132.4645374	16009212.412686976	327150722.6348807
953.674__8.39_629	26801120.046876375	71049008.00816457	10317115.644538598	30298566.80548298	60058497.06484021	2063372.703599819	37061224.48509916	1990718.197632023	13936467.337603321	35421193.674859725	40408144.44018571	38558406.8683394	39220270.77302217	2921760.6168655115	40499732.26442267	64228833.31766457	44557701.12198574	53467641.66162269	58633488.78144931	7450098.30184703	6497180.424038416	34153265.282284684	1925091.7452899048	53303875.61938658	81176376.91199937	79921022.09274288	47696821.344450146	19106022.956684902	19974010.066469517	38362534.94483669	2928282.6169187743	102698914.0704985	4070627.896855881	11229095.74206575	5117081.158142026	2088336.755380785	39257111.02645318	45072799.748370804	33033108.381781843	3508640.3542883303	3398131.4896149146	34505477.98412798	19954405.101908527	48701886.95110755	33033108.381781843	3508640.3542883303	23252532.797298312	38460470.90658805	40453938.35230419	34787229.478572205	3496194.2568606962	2075854.729490302	37061224.48509916	19540016.51157721	38558406.8683394	34787229.478572205	3496194.2568606962	12582781.539834537	863656442.58197	1081747193.9608994	1189191901.7441463	14034561.417153321	13592525.958459659	931647905.5714555	79817620.40763411	243509434.75553775	1189191901.7441463	14034561.417153321	325535459.1621764
952.672__6.62_2982	28077210.736886546	32408476.8473765	7098802.213979871	36203271.80611264	21830445.880477473	36514358.251221254	17678296.252466153	57479033.97222589	34142748.63571149	23822729.098218344	13159947.879844828	69696549.45780404	43677100.99449669	28472052.18260653	48582337.10597814	18936900.00129297	46238464.73211228	7142882.244436769	46112922.77714184	125850716.64837708	16477641.154918186	24810298.64686855	10102497.23721165	23148855.981587697	61783377.75459139	34975952.43638806	30018048.765963603	13276057.210827503	24845807.74892955	19196434.111700956	8321217.766146137	14265814.953187374	22930156.584000308	18254062.83594824	18813244.420210168	20282292.039942488	36092254.758588515	28493367.987459946	30684083.537977476	20079487.606007162	60031600.22794168	32031049.81851537	25085456.08308877	31894142.368649136	30684083.537977476	20079487.606007162	22185528.762731563	29047629.751425073	23485792.539903022	24316513.872543447	20871700.502105236	46996696.11172357	24810298.64686855	26461509.242908046	24845807.74892955	24316513.872543447	20871700.502105236	19268177.437945366	794029604.6889473	683840831.6990387	1104627007.3671892	80317950.42402865	240126400.9117667	864838345.099915	100341824.33235508	159470711.8432457	1104627007.3671892	80317950.42402865	310597402.6782419
948.718__8.39_340	24206160.857055716	76728979.22849056	12298667.371637769	21798047.232205912	59611735.5562126	2381953.1889287396	42222359.756511904	1578665.373128119	16991226.173985146	42135025.62981467	40956782.7568216	36851836.01750272	46080834.518919304	3732580.3229306354	38028903.742234856	61511614.886782385	43888142.94039031	42149481.50002086	71117251.61781247	6538816.424437599	7257312.5409734985	43566939.59345574	1716335.3187862572	48625245.135941	66700925.11962753	68473449.5551502	54135746.95189762	18674533.475328084	20459298.791566946	34398517.36513288	3165052.4390006554	80344382.01258914	2971841.5747915483	12673286.894609462	5329146.278928496	1411520.372928958	37729908.24957112	43946688.34848899	32242016.625459213	3437475.873859234	2977738.839855854	34070552.29912356	20082804.824483976	45411556.58895177	32242016.625459213	3437475.873859234	23618186.930426233	40081964.68602476	42894649.67498382	35625176.6913178	3352210.948861092	1980309.2810284293	40956782.7568216	19566916.133447513	36851836.01750272	35625176.6913178	3352210.948861092	14832256.534297304	830057981.4905647	1054720520.3637357	1160712598.5165317	13749903.495436937	11910955.359423416	919904912.0763361	80331219.2979359	227057782.94475883	1160712598.5165317	13749903.495436937	330654617.02596724
947.883__4.36_4569	16087859.035751125	2109507011.0861604	2029608905.3911695	11408199.852382893	945400293.6301184	125187655.69015698	110039107.17336862	137542710.12375304	1859228335.6540642	26834409.303230427	2530254236.3619742	12500472.139123227	12127713.976811297	50505383.73554021	27772462.83968665	17478991.916686647	14201819.633825863	20867121.079494674	13346336.844781453	50866612.33417155	2055590001.2837849	10922742.372304317	451839656.3182864	10922744.539515536	12016709.418217251	16025744.595027504	16101033.512746308	13835474.24950846	2010592684.5509088	12015018.993467089	1771641070.7503989	14806387.042454392	20992732.641699106	2135654793.695198	35453104.90827363	200975552.11982915	114568778.69231777	580710138.6429971	525281974.6887185	139697719.40094984	128643132.56697768	446974031.9509713	974936088.3725581	1256612269.702769	525281974.6887185	139697719.40094984	1170688425.5402057	15416065.818740949	16790012.71471648	27303436.07145854	42979244.321906924	131365182.906955	20867121.079494674	937658097.3449076	2010592684.5509088	27303436.07145854	42979244.321906924	1358520682.1902585	2520513131.230991	13937043327.43193	18910151088.793865	558790877.6037993	514572530.2679107	12068298862.676226	3899744353.4902325	6283061348.513845	18910151088.793865	558790877.6037993	16389637957.562881
947.801__4.23_5069	12699584.454483382	1077199238.8628151	354711081.9274846	13641120.066449072	330927606.3491871	83094246.609881	58216221.05200444	69338377.42039035	1585950845.6940377	18755878.80243209	469773805.8201167	11873007.71359163	13293025.198063944	12580896.729500668	16723017.822051622	21466333.979379795	16017122.471783582	25633667.20915485	17915448.098069042	106029916.40401065	1514746179.0109725	10796724.88083157	450717714.02335536	10796726.999498563	11026134.142900977	18901897.33163253	19277240.376222633	15429402.1290858	763839917.9567891	12580896.729500668	616653749.0028243	30735838.944528762	26228249.914244976	755746989.2825443	19348260.212515842	328556858.23799676	39151870.69130194	226975373.00308502	247811756.16278702	127218780.2199042	146754849.6680697	213813078.08223873	594479937.558599	527878998.5520538	247811756.16278702	127218780.2199042	575705861.9036921	17319232.960060332	19089568.853927583	23550000.594267324	22788255.06338041	94562081.50694582	19277240.376222633	389634660.04293746	755746989.2825443	23550000.594267324	22788255.06338041	460245759.921736	861341155.2086427	5447408952.07404	8921223221.860332	508875120.8796168	587019398.6722788	5772953108.220446	2377919750.234396	2639394992.760269	8921223221.860332	508875120.8796168	8059882066.6516905
947.627__8.85_4617	23658407.1079725	15775898.382677747	37504514.176705696	10620647.740899183	23785359.163437944	50544892.08279099	58544331.26219764	27764700.058298033	39589955.530362375	25205569.967627987	14602081.374230387	36503217.29597072	42576947.309413046	17060185.82316899	18238214.467789467	35011513.31376128	38683222.96132928	30847514.408056345	10770983.532856228	15680207.916086098	55412862.050947495	51506137.87307349	52756158.0290618	20875066.249353565	51666469.107153185	17292193.349884316	20444825.378923595	14116253.446123015	54498989.31984328	22136044.507161245	82225865.74619903	11499596.590805156	18750936.70117373	22120244.33170434	74279265.5972649	16125594.98120075	29434778.48518721	31410388.355923265	32185412.97598625	40711636.53766735	27528848.759593967	31682606.483845707	32965901.35107529	28079589.18420025	32185412.97598625	40711636.53766735	36507838.60438473	22897225.807566874	24495464.565532967	24495464.565532967	35753547.365117766	21945147.51974939	25205569.967627987	31624181.319167435	22120244.33170434	24495464.565532967	35753547.365117766	29306107.23317719	647565126.6741186	753849320.5421584	1158674867.135505	162846546.1506694	110115395.03837587	855430375.0638341	131863605.40430117	140397945.92100126	1158674867.135505	162846546.1506694	511109740.46138614
946.704__8.02_2967	91389036.5006428	26093637.88941684	16631006.622422691	20026819.52149179	41041182.4139821	8719679.023652343	35597040.96461543	39646001.99294181	43525688.75672339	70392564.20323382	28446332.174613997	122610125.2958193	43685687.24026599	58159399.51298857	24396923.086979184	36393154.96824375	53544707.99757005	19314754.770901404	24824392.322438814	62353043.97636831	19471893.301411465	14330303.105631502	15492937.567870453	15481879.082811303	182547401.9005834	37005661.576045856	29283885.30882101	17040742.560217783	19670788.73505939	18876452.668899633	22964086.617677126	28221476.311744593	13135572.026053485	37038870.39734202	44044546.20247501	10502955.071208183	44315230.06829147	40342509.989290126	38663906.435254574	32708113.82734688	30305420.01604266	38053084.360385	42906564.13816084	46726979.72587643	38663906.435254574	32708113.82734688	29783255.011910867	28752680.810282804	28333904.243179295	28333904.243179295	29768741.885172732	25074478.532074995	28446332.174613997	31598238.745891392	28221476.311744593	28333904.243179295	29768741.885172732	27269985.03201542	974935061.5024123	968220239.7429631	1391900631.6691647	130832455.30938752	121221680.06417064	1027433277.730395	171626256.55264336	233634898.62938213	1391900631.6691647	130832455.30938752	416965570.16675216
945.705__8.08_2558	79213367.3695973	84331743.96883316	26144897.89412063	13461589.030679625	25169984.153460193	26666642.19738438	27236533.93935118	27809291.61088741	58650968.18858114	34152549.94820571	33170066.734665725	114985918.95185427	33992772.81665579	8998465.961312907	65299870.48033425	39645411.572447166	60298677.36973715	17736676.31533281	81426159.69203527	49849759.912721165	24167913.971753873	11118275.384598356	9871831.955831725	6930225.463942473	133105983.45954101	36963332.40876182	7224208.049784431	26391178.199626952	21415197.07832686	7780584.783716463	15062413.242262572	45938490.76827353	5578083.632416431	57355877.853423215	10470123.911322972	7880335.870687187	41665368.33171624	41779173.260573775	37097094.55951297	8729626.365221009	28051507.397920035	36168506.298550814	46417677.70903306	64805445.72414221	37097094.55951297	8729626.365221009	29918378.631764997	34072661.38243075	33581419.77566076	26951588.06836778	9435148.958572317	27237966.904135894	27236533.93935118	42521073.194104046	57355877.853423215	26951588.06836778	9435148.958572317	24668949.062607035	916638103.2977573	1002700158.2537706	1335495404.142467	34918505.460884035	112206029.59168014	976549670.0608721	185670710.83613223	324027228.620711	1335495404.142467	34918505.460884035	418857300.84470993
943.531__3.34_5127	26559526.07178864	59822441.88223974	37138597.017348416	26440725.576686017	17783259.166910876	44801359.501462124	24595353.53442548	32658295.268709037	39498336.03840493	39492330.73865248	24099785.75485454	49227008.67068781	27557010.712335445	46960573.730784975	72650810.90507546	15596372.690395439	34380336.7310537	33376498.657435477	18026865.45686856	22671573.165397204	33614882.947608426	35599412.580799066	46567352.795328274	33150120.615100916	28516209.391127203	17545914.925028384	16037805.738864668	17302221.601740953	22176092.419156015	16577064.249967849	23890474.948483076	14875906.435095618	39324003.92725818	25838977.13482556	11945233.12257505	23394554.68392667	29337109.537514053	30243090.269244593	30547035.799677834	36199290.89398662	30881445.65487376	28998359.21001671	26384044.032772634	34388085.308400944	30547035.799677834	36199290.89398662	32448348.497363787	27058268.392062042	26998868.14451073	27058268.392062042	42945678.36129323	28026424.976317853	26559526.07178864	24367809.245472327	25838977.13482556	27058268.392062042	42945678.36129323	29248636.2017673	645416409.8253092	725834166.4618702	1099693288.788402	144797163.57594648	123525782.61949503	782955698.6704512	105536176.13109054	171940426.54200473	1099693288.788402	144797163.57594648	454276878.96309304
