index	V4-forehead-healthy-3A6	V4-temple-psoriasis-3A9	V4-forehead-healthy-3A7	V4-temple-healthy-3B3	V4-temple-psoriasis-3B2	V4-temple-healthy-3B4	V4-abdomen-healthy-3B7	V4-behind-ear-healthy-3A12	V4-eyebrow-psoriasis-3A3	V4-eyebrow-psoriasis-3A4	V4-temple-psoriasis-3A10	V4-abdomen-psoriasis-3B5	V4-temple-healthy-3A11	V4-eyebrow-healthy-3A8	V4-eyebrow-psoriasis-3A5	V4-abdomen-healthy-3B6	V4-temple-psoriasis-3B1	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_abdomen	GROUP_MEAN_DESCRIPTION_behind_ear	GROUP_MEAN_DESCRIPTION_temple	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Body_side_middle	GROUP_MEAN_Batch_2	GROUP_MEAN_DESCRIPTION_forehead	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEAN_DESCRIPTION_eyebrow	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_abdomen	GROUP_MEDIAN_DESCRIPTION_behind_ear	GROUP_MEDIAN_DESCRIPTION_temple	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Body_side_middle	GROUP_MEDIAN_Batch_2	GROUP_MEDIAN_DESCRIPTION_forehead	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_eyebrow	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_abdomen	GROUP_SUM_DESCRIPTION_behind_ear	GROUP_SUM_DESCRIPTION_temple	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Body_side_middle	GROUP_SUM_Batch_2	GROUP_SUM_DESCRIPTION_forehead	GROUP_SUM_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_eyebrow
973.655__5.42_3754	22827520.879743923	18595434.235402968	36951898.97908847	39412239.0	34338967.85422101	35892188.5880167	258525166.22046027	37126874.36516989	18682344.316326644	22921292.219246123	34881195.791318275	117754857.98788793	57026312.665344656	67398440.28165713	45415103.13614305	220458930.2114658	38856472.221565336	86179952.35454966	198912984.80660465	37126874.36516989	37000401.47940985	65121484.64429754	106462688.86908816	37755874.62632609	29889709.929416195	65121484.64429754	29889709.929416195	41430708.47026392	38604294.98834324	39412239.0	220458930.2114658	37126874.36516989	35892188.5880167	37126874.36516989	39412239.0	36004035.07824408	29889709.929416195	37126874.36516989	29889709.929416195	34610081.82276964	34168197.67769459	775619571.1909469	596738954.419814	37126874.36516989	259002810.35586897	1107065238.9530582	745238822.0836171	302046997.01060873	59779419.85883239	1107065238.9530582	59779419.85883239	331445667.76211137	154417179.95337296
97.514__0.92_2897	27190612.357175905	52262681.75189496	14738945.14414452	39412239.0	537263781.8653526	19953768.969440736	129701522.20283924	77187407.29365072	37958915.88807503	40973477.03881693	20154115.351602886	68118005.35805745	61929794.54234599	40138785.05158898	47558226.875586666	484812023.1325263	238830789.97947672	99451677.5215236	227543850.231141	77187407.29365072	138543881.63715914	114010887.75309268	216870304.35824186	47270425.47419527	20964778.75066021	114010887.75309268	20964778.75066021	130389999.2636079	41657351.2135169	40138785.05158898	129701522.20283924	77187407.29365072	52262681.75189496	47558226.875586666	129701522.20283924	44265851.957201794	20964778.75066021	47558226.875586666	20964778.75066021	49910454.31374081	40556131.045202956	895065097.6937124	682631550.693423	77187407.29365072	969807171.4601139	1938185091.8025756	1518092130.507693	378163403.7935622	41929557.50132042	1938185091.8025756	41929557.50132042	1043119994.1088632	166629404.8540676
969.668__7.79_1917	24657507.05910882	47588732.09082453	16308394.26752806	27176562.87800249	50721208.433743015	21910097.64770927	119464896.94600192	26619735.347195428	24813458.70359145	43910565.34429665	37861739.68816466	41312308.467437945	37488389.5	36378014.8837539	88904741.30121003	107000116.45667823	46691539.38658713	46333746.10955312	89259107.29003936	26619735.347195428	38491181.37500445	46988706.37657844	59182390.03088	42945672.107379586	20482950.66331844	46988706.37657844	20482950.66331844	47725536.676981926	48501695.05821301	27176562.87800249	107000116.45667823	26619735.347195428	37861739.68816466	37861739.68816466	46691539.38658713	37675064.594082326	20482950.66331844	37861739.68816466	20482950.66331844	45301052.36544189	40144290.11402528	417003714.98597807	267777321.87011808	26619735.347195428	269438269.6250311	798808008.4018335	414276730.21616	343565376.8590367	40965901.32663688	798808008.4018335	40965901.32663688	381804293.4158554	194006780.23285204
969.668__6.85_3076	53776996.88207581	30269269.925358657	84794396.94583748	9360747.61677954	98100910.83049007	29862475.94797816	37501422.43082195	19060010.64484931	59248996.92852257	58661139.5	29286251.94362819	152881211.03677446	33893336.56755332	72696629.25611587	33912582.19949052	97387246.11347762	112114611.76948577	48703695.82283212	95923293.19369133	19060010.64484931	48983943.51446767	59576955.09054348	76744089.39225824	42128527.1206898	69285696.91395664	59576955.09054348	69285696.91395664	71809371.76671878	56129836.97103224	37501422.43082195	97387246.11347762	19060010.64484931	30269269.925358657	53776996.88207581	97387246.11347762	33902959.383521914	69285696.91395664	53776996.88207581	69285696.91395664	58955068.214261286	58955068.214261286	438333262.4054891	287769879.581074	19060010.64484931	342887604.6012737	1012808236.5392392	537208625.7458076	337028216.9655184	138571393.82791328	1012808236.5392392	138571393.82791328	574474974.1337502	224519347.88412896
968.569__6.23_4939	41134462.49819592	33475204.310372945	42714349.70191277	28071686.442034915	26957835.68047161	24540254.088737126	51250250.955535725	70527367.66856699	51971384.09019934	55082625.56923939	96676911.4925573	34824339.5	101802227.38458265	102168911.70803285	28274961.197780855	76053184.5054712	55669956.228011794	59806966.10589668	54042591.65366898	70527367.66856699	52456296.51810976	54187994.88362962	42481072.48575177	67497449.17766654	41924406.10005434	54187994.88362962	41924406.10005434	47866652.25857915	59374470.641313106	51250250.955535725	51250250.955535725	70527367.66856699	33475204.310372945	51250250.955535725	34824339.5	62804996.61890319	41924406.10005434	51250250.955535725	41924406.10005434	43397861.79509967	53527004.829719365	538262694.9530702	162127774.96100694	70527367.66856699	367194075.62676835	921195913.0217035	297367507.4002624	539979593.4213324	83848812.20010868	921195913.0217035	83848812.20010868	382933218.0686332	237497882.56525242
967.688__8.07_678	32647874.439412117	43723921.100671746	43311279.5	49758936.845724195	34670662.51359512	9250336.280707099	67347112.3137274	26327389.890666205	77324301.75792813	49850390.66801636	39701780.72946381	36173357.07990692	22591491.749040756	56474459.01658547	35966461.922059424	41307665.556200154	50293765.71159058	38779616.17689593	48276044.983278155	26327389.890666205	35712984.99011333	42160069.827958554	41257405.18592163	43995024.604303986	37979576.96970606	42160069.827958554	37979576.96970606	45963080.18540402	54903903.34114735	41307665.556200154	41307665.556200154	26327389.890666205	39701780.72946381	41307665.556200154	41307665.556200154	41712850.91506778	37979576.96970606	41307665.556200154	37979576.96970606	41712850.91506778	53162424.842300914	349016545.59206337	144828134.94983447	26327389.890666205	249990894.93079332	716721187.0752954	288801836.30145144	351960196.8344319	75959153.93941212	716721187.0752954	75959153.93941212	367704641.48323214	219615613.3645894
965.514__3.3_5490	37649859.32529766	30749849.5	37069570.00564218	105255853.57831243	40733816.27411189	29400254.512665927	31349320.0982094	38561389.522236034	52422011.96871474	36570320.303798534	37999590.93227846	82209784.23692006	96423904.92050321	41730609.28021286	28742806.34562903	67603591.5995571	54466612.99103076	53893816.9825152	60387565.31156218	38561389.522236034	56432840.38698609	49937596.78794825	58717033.32725823	45400060.34667161	37359714.66546992	49937596.78794825	37359714.66546992	45486849.06906043	39866436.97458879	38561389.522236034	67603591.5995571	38561389.522236034	40733816.27411189	38561389.522236034	54466612.99103076	38280490.22725725	37359714.66546992	38561389.522236034	37359714.66546992	39366703.603195176	39150464.792005695	485044352.8426368	181162695.93468654	38561389.522236034	395029882.70890266	848939145.3951203	411019233.2908076	363200482.7733729	74719429.33093984	848939145.3951203	74719429.33093984	363894792.55248344	159465747.89835516
964.712__7.85_1165	49985286.54816747	50206445.548236705	19132551.612958133	26426498.451555863	49200469.5	12180723.958825702	44278004.1303721	14758657.895091223	62530138.797082715	98983035.97695485	36882453.927194886	25546080.153480716	24228967.458202835	120387117.62766571	34421450.37716401	48757718.91502031	57912295.61715288	40015058.51087326	39527267.73295771	14758657.895091223	36719693.4944527	45636346.85265448	37757398.67520108	55299783.45094912	34558919.0805628	45636346.85265448	34558919.0805628	51960296.23715834	79080435.69471683	26426498.451555863	44278004.1303721	14758657.895091223	36882453.927194886	44278004.1303721	44278004.1303721	43544449.737715796	34558919.0805628	44278004.1303721	34558919.0805628	49703457.52411835	80756587.38701878	360135526.5978593	118581803.19887313	14758657.895091223	257037854.4611689	775817896.4951261	264301790.72640756	442398267.60759294	69117838.1611256	775817896.4951261	69117838.1611256	415682369.89726675	316321742.7788673
964.677__6.67_5749	53438072.29166636	71984550.00783408	45146976.80352446	39621193.101534195	32345326.68520417	38720174.365325026	28463887.028531753	22604690.038310762	29470644.43376285	25967153.96115934	37991842.050402015	43339179.20376174	37488389.5	54551166.72234306	29891993.393878147	36147540.92172908	52978625.44786636	39575787.86366275	35983535.71800753	22604690.038310762	44447157.30830941	40008906.23275491	38802275.25056463	38743803.763461284	49292524.54759541	40008906.23275491	49292524.54759541	40496164.397983596	34970239.62778585	38720174.365325026	36147540.92172908	22604690.038310762	38720174.365325026	37991842.050402015	38720174.365325026	33690191.44693907	49292524.54759541	37991842.050402015	49292524.54759541	35168584.3678031	29681318.913820498	356182090.7729647	107950607.15402257	22604690.038310762	311130101.1581659	680151405.9568335	271615926.7539524	309950430.1076903	98585049.09519082	680151405.9568335	98585049.09519082	323969315.18386877	139880958.5111434
964.583__5.02_189	42211939.5	2740301.52582165	60145441.057662964	4226616.144683123	86711620.30221654	2300477.2267488004	1025743.4437742152	3034911.18468576	296098992.2938316	412762722.70669425	106238231.83183596	1492147.05138913	3717010.6552817747	78181079.33050701	200291894.29716837	1098251.2611742576	123917963.8285989	21771274.422724213	1205380.5854458676	3034911.18468576	47121745.93074097	83893843.74365143	31538974.179797854	137883142.9782283	51178690.27883148	83893843.74365143	51178690.27883148	153781734.22969455	246833672.1570503	3717010.6552817747	1098251.2611742576	3034911.18468576	4226616.144683123	42211939.5	2300477.2267488004	92209655.58117148	51178690.27883148	42211939.5	51178690.27883148	115078097.83021742	248195443.29549998	195941469.80451792	3616141.7563376026	3034911.18468576	329852221.5151868	1426195343.6420743	220772819.25858498	1103065143.8258264	102357380.55766296	1426195343.6420743	102357380.55766296	1230253873.8375564	987334688.6282012
963.622__7.98_3912	39424319.011147566	49418415.42935985	44999963.74911007	156178294.2902491	36156470.62334	93822690.65526439	54865213.443607986	16943559.183143396	28888865.1370829	51837137.93197009	19478562.441133533	101685476.93530285	129350057.72894186	31198620.063539013	54578420.0	58399680.06360381	32932482.555710528	69464710.90984523	71650123.48083822	16943559.183143396	73905281.96057133	58832837.01426512	76291472.65243982	47711704.739396326	42212141.380128816	58832837.01426512	42212141.380128816	46871978.88173747	41625760.783148006	54865213.443607986	58399680.06360381	16943559.183143396	49418415.42935985	49418415.42935985	58399680.06360381	40308517.74644943	42212141.380128816	49418415.42935985	42212141.380128816	42787443.02634993	41517878.99775455	625182398.1886071	214950370.44251466	16943559.183143396	517336973.7239993	1000158229.242507	534040308.5670787	381693637.9151706	84424282.76025763	1000158229.242507	84424282.76025763	374975831.05389977	166503043.13259202
962.733__8.07_615	29867747.856559835	43126200.18146578	45217282.48088062	53134050.46712777	30871931.765390035	29362792.99206515	52155108.14324025	32129486.441299297	74320979.5	44181106.21995409	69980788.16198482	10785366.107007505	6747418.952526073	50672832.68699195	48766258.96821227	31386640.98009474	58552527.81522855	36741484.55564285	31442371.743447497	32129486.441299297	41682244.33368403	41838736.45411935	38035488.32430772	46240633.88905428	37542515.16872023	41838736.45411935	37542515.16872023	47573144.83990538	54485294.34378958	32129486.441299297	31386640.98009474	32129486.441299297	43126200.18146578	44181106.21995409	31386640.98009474	46473682.594083175	37542515.16872023	44181106.21995409	37542515.16872023	46473682.594083175	49719545.82760211	330673361.00078565	94327115.23034249	32129486.441299297	291775710.3357882	711258519.7200289	266248418.270154	369925071.11243427	75085030.33744046	711258519.7200289	75085030.33744046	380585158.71924305	217941177.3751583
962.698__8.06_4795	42211939.5	26631798.152700853	91904843.79771563	73737816.95054246	43450718.740682274	51529728.35988718	84594054.9641388	23872856.003667254	59060729.79125276	77805110.67090623	26739826.91286552	51386493.69673822	49065965.90704884	40873988.289164454	45950145.87952902	150436775.72009572	37330878.57718983	67580885.49914004	95472441.46032424	23872856.003667254	44069533.37155957	57446098.347889714	70352352.42989635	43750052.70089187	67058391.64885782	57446098.347889714	67058391.64885782	46044462.80273309	55922493.657713115	51529728.35988718	84594054.9641388	23872856.003667254	43450718.740682274	49065965.90704884	51529728.35988718	43412067.08434674	67058391.64885782	49065965.90704884	67058391.64885782	44700432.31010565	52505437.835390896	608227969.4922603	286417324.38097274	23872856.003667254	308486733.600917	976583671.9141251	492466467.0092745	350000421.60713494	134116783.29771563	976583671.9141251	134116783.29771563	368355702.42186475	223689974.63085246
961.584__7.56_4092	29705800.940090425	69667076.87358622	31545713.517414555	62896456.87965765	41410473.69962274	44056576.738029644	123682561.25195993	24055440.006156676	27471651.9688425	79957180.24850002	70191727.77163641	34824339.5	65909681.052539356	40499127.35608617	30340738.595515225	53826108.87108971	47312850.40953339	52908607.401447125	70777669.87434988	24055440.006156676	57349263.3463722	51609029.74589769	58287052.47855615	51011577.98410782	30625757.22875249	51609029.74589769	30625757.22875249	50147004.88340457	44567174.54223598	44056576.738029644	53826108.87108971	24055440.006156676	62896456.87965765	44056576.738029644	47312850.40953339	53204404.204312764	30625757.22875249	44056576.738029644	30625757.22875249	44361662.054578066	35419932.9758007	476177466.6130241	212333009.62304962	24055440.006156676	401444843.4246054	877353505.6802607	408009367.34989303	408092623.8728626	61251514.45750498	877353505.6802607	61251514.45750498	401176039.06723654	178268698.1689439
958.665__8.09_4410	26541728.48701319	41302682.62528403	31013485.592325103	72680942.8232589	36298646.909801275	71234196.15483935	43812696.002122335	19588597.675566055	71726529.48281316	33827932.5494083	24894843.413191732	42258671.23849957	78442442.39135408	101808180.64439286	28338430.079563636	37775039.0	61251813.78750427	53655256.53009687	41282135.41354063	19588597.675566055	55157938.300747655	48399815.2268787	52187429.4165751	49991204.857696734	28777607.03966915	48399815.2268787	28777607.03966915	42487443.76075824	58925268.1890445	43812696.002122335	42258671.23849957	19588597.675566055	61251813.78750427	41302682.62528403	43812696.002122335	37565307.58734617	28777607.03966915	41302682.62528403	28777607.03966915	38800664.76754265	52777231.01611073	482897308.7708719	123846406.2406219	19588597.675566055	386105568.1052336	822796858.856938	365312005.9160257	399929638.8615739	57555214.0793383	822796858.856938	57555214.0793383	339899550.08606595	235701072.756178
957.631__7.62_4085	29823466.243401997	75792739.89745505	89544239.16658151	87062308.44521287	146861224.0768466	29099409.5	63493788.07360908	21913855.995225437	26933739.930090085	53398027.147535436	30171987.463818114	52225181.61118106	40175939.731849425	41295614.9485276	41120547.95278948	70371784.12319359	32996428.308856256	52531156.24751128	62030251.26932791	21913855.995225437	63165719.632005475	54840016.62448079	68872874.87698564	41350306.63341133	59683852.70499176	54840016.62448079	59683852.70499176	57437484.548571505	40686982.49473565	41295614.9485276	63493788.07360908	21913855.995225437	40175939.731849425	41295614.9485276	63493788.07360908	40648243.84231945	59683852.70499176	41295614.9485276	59683852.70499176	46672864.78198527	41208081.45065854	472780406.2276015	186090753.80798373	21913855.995225437	442160037.42403835	932280282.6161735	482110124.13889945	330802453.06729066	119367705.40998352	932280282.6161735	119367705.40998352	459499876.38857204	162747929.9789426
956.655__7.73_4299	23839489.54776934	16286704.118327977	49162277.69199735	29358795.41308664	29175002.15824374	30141951.534694348	58842795.70349012	12101393.726378743	66037918.96109881	77604001.31158546	44753619.82076989	60762398.23996293	37488389.5	71458650.24121454	43456559.78187311	116148201.22238722	42161077.60947006	47615771.62011315	78584465.05528009	12101393.726378743	32766505.73637038	47575248.62249119	52370031.69733358	46148404.682656065	36500883.61988334	47575248.62249119	36500883.61988334	47529660.2501665	64639282.57394298	37488389.5	60762398.23996293	12101393.726378743	30141951.534694348	43456559.78187311	42161077.60947006	44105089.8013215	36500883.61988334	43456559.78187311	36500883.61988334	44105089.8013215	68748284.60115668	428541944.5810183	235753395.16584027	12101393.726378743	229365540.15459266	808779226.5823503	366590221.8813351	369187237.4612485	73001767.23976669	808779226.5823503	73001767.23976669	380237282.001332	258557130.29577193
955.525__7.06_3916	20722236.95458679	109950209.18491526	43311279.5	107711028.78051044	55709979.40533849	103128870.06153677	8876987.29777405	107035521.65815581	27731062.49272744	36904614.767769895	168308685.95861906	7194699.681143441	298846971.6978901	52563645.357139796	21962066.65233666	5926972.694393529	53723495.2796984	83124834.8891097	7332886.557770339	107035521.65815581	128197034.33835837	72329901.61320798	48896004.74291359	102912847.22119425	32016758.227293395	72329901.61320798	32016758.227293395	60185601.67781858	34790347.317493446	52563645.357139796	7194699.681143441	107035521.65815581	107711028.78051044	52563645.357139796	53723495.2796984	79799583.50764781	32016758.227293395	52563645.357139796	32016758.227293395	45314055.02373415	32317838.630248666	748123514.0019873	21998659.673311017	107035521.65815581	897379240.3685086	1229608327.4245358	342272033.2003951	823302777.769554	64033516.45458679	1229608327.4245358	64033516.45458679	481484813.42254865	139161389.26997378
954.78__10.01_3173	41609167.78118139	30749849.5	57206445.16588873	44261542.12882436	30671792.444154028	17332822.550154265	106585941.21073157	12311229.13245196	72016685.54938492	59123032.26148722	7924632.344683411	51860270.0034642	18992290.47554668	91303560.10131699	56116838.12382866	122750938.42223944	41877913.3734556	56928215.21870393	93732383.21214508	12311229.13245196	27401548.973831195	50746761.798164316	59334460.01900335	43567264.686087474	49407806.47353506	50746761.798164316	49407806.47353506	43792626.70005725	69640029.00900444	44261542.12882436	106585941.21073157	12311229.13245196	30671792.444154028	44261542.12882436	44261542.12882436	43433343.811914325	49407806.47353506	44261542.12882436	49407806.47353506	46869091.6884599	65569858.90543607	512353936.9683354	281197149.6364352	12311229.13245196	191810842.81681836	862694950.5687934	415341220.13302344	348538117.4886998	98815612.94707012	862694950.5687934	98815612.94707012	350341013.600458	278560116.0360178
954.678__8.37_2186	20499459.393068247	21467311.49933559	59808937.92490989	97236051.1454926	89531882.66741072	41957105.12512431	100618463.84780179	12119129.750263784	74320979.5	119882556.85880779	23855810.939774472	59092408.83196465	32409567.538289845	46378960.95203745	37118896.250170104	27405120.203580882	86055996.65557627	48714755.09784097	62371997.62778244	12119129.750263784	56073389.36728626	55868155.24021226	71699575.49670732	45944151.661084875	40154198.65898907	55868155.24021226	40154198.65898907	63915730.400379956	69425348.39025384	41957105.12512431	59092408.83196465	12119129.750263784	41957105.12512431	46378960.95203745	86055996.65557627	34764231.89422998	40154198.65898907	46378960.95203745	40154198.65898907	66706694.16598232	60349970.22601873	438432795.88056874	187115992.88334733	12119129.750263784	392513725.5710038	949758639.0836084	501897028.47695124	367553213.288679	80308397.31797814	949758639.0836084	80308397.31797814	511325843.20303965	277701393.56101537
953.674__8.39_629	33642048.63218371	30749849.5	39717450.59775056	59946741.65887757	97253814.96638106	12186526.064445209	45622115.82954229	4568607.234428601	56485360.647828944	70371083.48553486	10571954.079935633	23843639.68712909	61485435.89206894	39415238.05580413	63062557.12398639	80000883.28974022	81713160.64183113	41842783.02831569	49822212.93547053	4568607.234428601	50558211.82907707	47684498.08161578	57223840.30542093	42088760.75244844	36679749.61496714	47684498.08161578	36679749.61496714	54256427.51657839	57333559.828288585	39717450.59775056	45622115.82954229	4568607.234428601	59946741.65887757	45622115.82954229	59946741.65887757	47950299.351816535	36679749.61496714	45622115.82954229	36679749.61496714	59773958.885907665	59773958.885907665	376585047.2548412	149466638.8064116	4568607.234428601	353907482.8035395	810636467.3874683	400566882.1379465	336710086.0195875	73359499.22993428	810636467.3874683	73359499.22993428	434051420.1326271	229334239.31315434
952.762__9.94_4901	459669995.3958749	51215204.31700829	39843175.062957585	39412239.0	95923725.35954975	19794347.265811168	436637774.1478447	48169086.74544159	402048235.52720827	39351869.36380133	17662685.30697372	60418946.29802269	32423998.246165026	17701472.168733776	29033017.370125383	80608127.53136685	25198870.192279607	130473357.28491062	192554949.32574475	48169086.74544159	40233009.95539822	111477221.72348027	108284861.39926781	79700696.13068217	249756585.22941625	111477221.72348027	249756585.22941625	90106569.21687113	122033648.60746717	39843175.062957585	80608127.53136685	48169086.74544159	32423998.246165026	39843175.062957585	60418946.29802269	35887933.80498318	249756585.22941625	39843175.062957585	249756585.22941625	45283536.84040481	34192443.36696336	1174260215.5641956	577664847.9772342	48169086.74544159	281631069.68778753	1895112769.2991645	757994029.7948747	637605569.0454574	499513170.4588325	1895112769.2991645	499513170.4588325	720852553.734969	488134594.4298687
952.672__6.62_2982	42564801.05631178	49614992.13565714	24425163.12461189	20808430.717371322	18077915.71842841	21909288.305385962	87517634.88211562	12751956.30001803	74320979.5	26834693.882954262	29817811.940981723	99662648.19786131	39525269.368580356	20348150.663637653	65340228.45965408	91136970.03328933	53960763.259129465	40109740.494591326	92772417.70442207	12751956.30001803	33387781.635076344	45801041.03211696	56153378.73051163	39819260.28143541	33494982.090461835	45801041.03211696	33494982.090461835	52203754.136833295	46711013.1265615	24425163.12461189	91136970.03328933	12751956.30001803	29817811.940981723	39525269.368580356	53960763.259129465	34671540.65478104	33494982.090461835	39525269.368580356	33494982.090461835	51787877.6973933	46087461.17130417	360987664.45132196	278317253.1132662	12751956.30001803	233714471.4455344	778617697.5459883	393073651.1135814	318554082.25148326	66989964.18092367	778617697.5459883	66989964.18092367	417630033.09466636	186844052.506246
952.662__7.76_4155	55504894.24490901	36189352.75046937	84207532.721722	32074553.23280235	45481636.91823307	62052528.411096424	37028356.441622384	33030614.893643044	53597886.19643179	32804990.76101259	57141410.84899026	29024754.42029211	32736263.16159071	59293618.27213823	54578420.0	46680462.89416847	31484947.436976604	49178758.25263251	37577857.91869432	33030614.893643044	42451527.53716554	46053660.21212344	40546748.536455914	44921569.6105345	69856213.48331551	46053660.21212344	69856213.48331551	42537924.916550726	50068728.80739565	46680462.89416847	37028356.441622384	33030614.893643044	36189352.75046937	45481636.91823307	37028356.441622384	44893619.473450586	69856213.48331551	45481636.91823307	69856213.48331551	40835494.83435122	54088153.09821589	442608824.2736926	112733573.75608295	33030614.893643044	297160692.7601588	782912223.6060984	283827239.7551914	359372556.884276	139712426.96663103	782912223.6060984	139712426.96663103	340303399.3324058	200274915.2295826
951.627__9.23_5025	42211939.5	23696785.79740247	39618581.87094324	137463711.8206299	32561874.709185652	46205270.641414516	50065739.42142377	17292849.93609484	66690711.84656991	25085427.209623206	30088679.674139217	40605386.361035354	41762693.36928093	93378781.31807025	53003879.45349978	61103986.47902227	54095404.92299023	58789283.81743108	50591704.08716047	17292849.93609484	52267774.419291854	50290100.25478385	60300196.336528815	43874976.075585075	40915260.685471624	50290100.25478385	40915260.685471624	40728518.74680573	59539699.956940785	46205270.641414516	50065739.42142377	17292849.93609484	41762693.36928093	42211939.5	50065739.42142377	35925686.52171007	40915260.685471624	42211939.5	40915260.685471624	36583630.5351105	59847295.650034845	529103554.3568797	151775112.2614814	17292849.93609484	365874420.935043	854931704.3313254	422101374.3557017	350999808.6046806	81830521.37094325	854931704.3313254	81830521.37094325	325828149.9744458	238158799.82776314
948.718__8.39_340	31947130.344203945	38007389.378674336	14957678.996310515	52891593.387096584	49386370.630958684	37755051.3084198	75899975.25387575	8449302.55668687	62420287.62750553	58661139.5	18068982.498698965	41930212.48507246	57913305.26122412	45022418.66306404	44825631.29875031	56926320.18632168	42063079.047145195	42418086.21746703	58252169.30842329	8449302.55668687	42297967.358888246	43360345.20141228	50978943.18555574	41671057.098075524	23452404.67025723	43360345.20141228	23452404.67025723	44420386.55835068	52732369.27232997	45022418.66306404	56926320.18632168	8449302.55668687	42063079.047145195	44825631.29875031	49386370.630958684	44924024.98090717	23452404.67025723	44825631.29875031	23452404.67025723	43444355.17294775	51841779.08153202	381762775.95720327	174756507.92526987	8449302.55668687	296085771.5122177	737125868.4240088	356852602.2988902	333368456.7846042	46904809.34051446	737125868.4240088	46904809.34051446	355363092.46680546	210929477.08931988
948.596__7.45_4580	31352223.841111977	49069217.47434085	69718825.9142487	39412239.0	54076611.79991696	59364115.97166755	32514717.285792314	14464038.063898252	64507621.02874939	70327460.37562159	23340912.426799007	177944194.37092164	130076660.62106252	55629644.33776309	45973445.12333544	51422970.418705694	28754495.98213103	53772826.16158334	87293960.69180655	14464038.063898252	54870607.61084541	58702905.5315333	63355620.68987645	56673624.93144627	50535524.87768034	58702905.5315333	50535524.87768034	64249244.82272698	59109542.71636738	51422970.418705694	51422970.418705694	14464038.063898252	49069217.47434085	51422970.418705694	51422970.418705694	52349430.90605197	50535524.87768034	51422970.418705694	50535524.87768034	51572914.637128904	60068632.68325624	483955435.4542501	261881882.07541966	14464038.063898252	384094253.2759179	997949394.036066	443489344.8291352	453388999.45157015	101071049.75536068	997949394.036066	101071049.75536068	513993958.58181584	236438170.86546952
947.883__4.36_4569	37387456.55998282	325826340.95115113	28757868.184722517	41912624.266374335	117643856.83471161	22939901.190265227	20243912.887867622	22979949.900443763	74320979.5	184288952.46262893	94168046.68981446	387870947.00860083	34501321.02018292	51011691.218937635	107191345.40438361	25321554.233890954	139378732.72095865	31672919.94029642	144478804.7101198	22979949.900443763	110910117.6676369	100926204.76675983	107901647.02038135	111786078.39344281	33072662.372352667	100926204.76675983	33072662.372352667	178836150.19653115	104203242.14648755	28757868.184722517	25321554.233890954	22979949.900443763	94168046.68981446	51011691.218937635	41912624.266374335	84244513.09490722	33072662.372352667	51011691.218937635	33072662.372352667	128511294.77783513	90756162.4521918	285056279.46266776	433436414.1303594	22979949.900443763	776370823.6734583	1715745481.034917	755311529.1426694	894288627.1475425	66145324.744705334	1715745481.034917	66145324.744705334	1430689201.5722492	416812968.5859502
947.801__4.23_5069	22934966.169828705	338541364.5556731	36251184.83209688	39412239.0	153413103.61087313	28044956.339384943	29777297.265959963	33677756.53815073	61319393.1360395	33963740.607158415	94419474.8344045	131197895.74264881	54540316.00494444	57475092.308867194	82097243.34281656	23832640.30934132	68558298.90311348	36216272.085397124	61602611.105983354	33677756.53815073	110989964.7497705	75850409.61772363	67748061.59590308	94504297.6660068	29593075.500962794	75850409.61772363	29593075.500962794	120438814.34159094	58713867.34872042	33677756.53815073	29777297.265959963	33677756.53815073	68558298.90311348	54540316.00494444	39412239.0	59397242.72245335	29593075.500962794	54540316.00494444	29593075.500962794	88258359.08861053	59397242.72245335	325946448.7685741	184807833.31795007	33677756.53815073	776929753.2483935	1289456963.5013018	474236431.17132163	756034381.3280544	59186151.00192559	1289456963.5013018	59186151.00192559	963510514.7327275	234855469.39488167
