#SampleID	V2-arm-psoriasis-2C7	V2-arm-healthy-2A11	V2-arm-healthy-2B3	V2-arm-healthy-2B12	V2-arm-healthy-2B9	V2-elbow-psoriasis-2B6	V2-elbow-psoriasis-2B7	V2-arm-healthy-2B10	V2-arm-healthy-2A5	V2-elbow-psoriasis-2A9	V2-arm-healthy-2C4	V2-elbow-psoriasis-2B8	V2-arm-healthy-2B11	V2-arm-psoriasis-2C5	V2-arm-healthy-2A12	V2-arm-healthy-2A3	V2-elbow-psoriasis-partial-2A7	V2-arm-healthy-2A4	V2-arm-healthy-2B5	V2-arm-healthy-2C1	V2-arm-healthy-2C10	V2-arm-healthy-2C3	V2-arm-healthy-2A6	V2-arm-healthy-2C11	V2-arm-healthy-2B2	V2-arm-psoriasis-2A10	V2-arm-healthy-2B4	V2-arm-healthy-2B1	V2-elbow-psoriasis-partial-2A8	V2-arm-healthy-2C9	V2-arm-healthy-2C8	V2-arm-healthy-2C2	V2-elbow-psoriasis-2C6
968.569__6.23_4939	76097286.87190264	43977748.59499268	48197747.29765795	41070892.7422768	76894192.4093158	36226137.65784842	73646232.59239072	23983003.845214594	25412801.07525684	25859640.730233554	45350108.28867389	103878294.68662389	36979886.81884786	37031449.37181655	57664872.06575242	30003885.771844104	37836476.20980144	24410789.5	29507547.74725275	95369095.7678534	84847644.98574156	38948711.44008655	48322434.2464589	39669400.97673445	45568201.86929505	85482782.99555007	38574258.30544448	40799373.23955059	45036926.84092154	31069415.35117007	35816191.77775194	52827958.07601061	30997869.448490925
967.688__8.07_678	26179070.555760134	45082723.44779549	40323630.44454834	41793956.62269338	50318607.09232315	74244596.7008971	38274643.23286296	30515330.857869036	55862578.66754038	56346158.36497795	83518770.55464451	37820194.25320085	33960662.06382053	27004459.5	24995955.69811021	85447525.52268025	52485708.36755677	24945862.19861477	78512986.08745943	322053328.12139636	79457915.12560332	149561658.53331596	112946270.10952276	19505084.68345412	130385864.65023248	60140920.59432267	17557594.657319292	33641979.5743988	31684668.162189785	44353539.930950254	50600856.5046292	113484724.87769438	66080347.66215349
965.514__3.3_5490	135519735.63378763	21383630.20225038	36080696.69679311	71271612.27703287	26700610.30831666	39815907.50064646	87616083.27911876	38673352.55108025	57726613.26976722	80807239.74851853	57218234.02530083	115523435.33124007	52439658.33417109	46153678.15895507	39172075.72160144	28680098.94270909	42755007.62958921	50839483.77209369	30276619.85518561	90094034.10906088	39483294.89947992	105939651.45313984	37459303.50807381	37290185.20217272	38225519.5	40697350.46686064	50557767.81474238	19106101.62603981	36681337.1180562	40469251.81740236	29212885.87138427	35178382.25723385	56253148.58072346
964.712__7.85_1165	65342984.87621387	14259145.59783951	16710585.463534305	50350286.77169858	54850543.77390651	56775507.40237384	53466997.95781358	36893861.83404749	41054089.99810686	81706444.99891609	38641064.22553965	42822580.36839568	44794001.9654599	20282448.485377107	14725781.36566555	36540298.33433218	406310311.61008817	14050569.894950578	36758950.29111222	28222807.994136017	66504299.5167937	55979500.16676911	317316367.76287687	36602369.98516131	43542660.14828733	64020990.00000001	11322779.323149364	22708548.61408971	356557624.38022995	41333713.307541095	46676116.66451427	26523073.643436085	241587553.7194017
964.583__5.02_189	66879616.03384356	19387656.945062507	11446575.544708176	74711601.58019489	47757669.10467108	26632048.27763823	133403459.99819134	1126820.4851703541	38866544.12084542	71379704.81811209	150475554.52265224	58412246.02091335	43996156.60943515	114733731.12371068	13114480.63062047	3520943.67227494	34502674.28582752	17551725.43332911	37183754.02359837	27718265.947183557	69482585.98082648	34739775.04928506	24119981.39302693	38567945.69303799	4021296.0714278654	89590775.54530162	42384231.53281448	34610120.0	24272419.62292641	51507389.66317501	91427641.54247198	93283708.79172924	59787154.66934793
962.733__8.07_615	29958241.52687293	38411393.61984015	41774104.71709182	42568054.94430622	49976826.89110231	72415068.33147256	38459963.75514657	32684083.11520221	58966740.21545679	62826041.5451302	94689948.874408	36229951.63185256	32443023.800485604	22766790.63435839	26705359.0	84955720.00731985	56752029.63967218	26755283.703278515	75393858.73758315	324077386.901661	71380310.86957058	147054364.6180155	104069148.55457324	20026333.112736616	123972005.91515824	57905461.5621958	16914790.880245164	33331704.41685714	29830896.835224	48196771.00977303	57455339.80216603	114432428.55620632	64523637.92006614
961.584__7.56_4092	46480969.0	164411020.05733418	35841273.52218885	37055345.95098256	51546988.06681885	46574378.83689064	30506950.23882437	41238271.65554726	59557920.41338152	64283163.87607259	37870749.11283906	57934104.92613956	48750823.7789294	38541643.76586502	66456032.50712739	22831165.06410281	23558688.898554593	28590047.551420536	29111763.20377143	21335249.52718134	34296822.33619931	62826328.05167706	48065619.6244545	30229364.643772755	35472317.43901006	26869586.51735006	25282815.65138363	45877598.50436171	37429415.3073658	25263567.43476638	25272593.362487804	79617193.271642	67392170.22479723
955.525__7.06_3916	16267041.510468407	93339237.32766137	39287407.08337434	52774452.01138175	46672213.42754874	31177475.08921333	48909141.43697888	34467683.64223041	27855107.34057057	58435559.35935544	67476109.4476982	23314007.745720945	57461508.51458671	9057601.774986232	20856708.98203957	80291825.37015969	89813659.31401388	14849129.554693095	42329349.5	70100393.45233774	92938825.91190945	46818562.73873477	88407929.68248281	44542002.043403216	39736208.01092477	114501932.22701553	5083773.981400557	46075619.324760206	56319829.42331224	44062181.67208541	51617542.33932816	39726344.43068018	55500456.63981131
954.78__10.01_3173	48047517.21904229	51046881.48274562	15536442.031273736	163107641.30547735	213355683.5427128	27209654.449681483	39278664.438696414	177456858.59678268	25827309.19370667	67694977.14462216	49869738.23525159	72267160.8073788	174472755.06373549	19451980.348528773	40319689.9346755	31446932.03528488	33449405.72555401	11916455.597828928	30729216.19602118	52109352.65782481	138706404.76766938	55240164.54651976	46606717.22795548	33053503.27858145	41772506.59396157	68257834.06977513	9683369.49040455	67167875.63706693	26408666.14004503	99803165.37398629	96875433.78869767	35912639.67646655	63843239.5
954.678__8.37_2186	66483747.18211245	32112232.21376653	10998417.011129698	13507605.904353378	54063597.01074448	42995898.83278304	54747183.21741955	86606528.44338	35797168.60809844	76906372.38060191	59498295.27988175	64416901.40708552	60322683.21561306	32695445.39777242	12045131.055399733	27019791.054519024	224497754.8746442	24410789.5	38573732.56411193	12600640.519777292	39127122.90578185	74081167.69060458	180650611.07887003	32187156.6296533	50941099.42753486	55327703.93336091	12051923.728638645	14878865.538894854	240180683.6322209	51975758.18522464	50464258.54973581	51703996.58626577	108019767.9625523
953.674__8.39_629	68703832.07270876	30831454.85475641	20625473.968561754	57948572.91642717	62814319.18074981	48066268.23301424	57882594.10715846	69560778.14699745	24977928.43935318	70597801.05428593	55812020.50126539	60972027.35586661	46072380.04355894	24326202.181954507	6714651.459807282	42146438.8058508	253049110.75278145	19513236.08324692	33405615.79293533	17023238.472084556	49201589.33572337	42005778.15154173	192335237.19549084	43732790.414724864	39903844.07842157	57067945.29103488	7074883.294629785	6780255.635085828	221559295.01675043	54577162.02916813	35129558.57897401	45627790.0	110164885.19804408
952.672__6.62_2982	15442158.275891995	50774957.71286435	10329756.580437414	77323577.53541712	17683499.555034522	38557625.29528749	84981821.72955094	43745317.63526907	19557331.318292446	80054457.81481849	31885307.59690971	28275893.78770925	43228258.38492574	11047305.528884463	33710303.16865365	87055843.5692459	92658813.67939983	28812987.02677961	14122239.22797896	49655528.36305505	67587885.1138144	37911728.72827204	73095659.0	54487398.57230728	20368280.900862496	75298777.11509329	25857262.08808302	48998027.87692006	44932119.05698599	55377317.7254402	21796874.867434897	29826521.518965386	34620170.70432313
952.662__7.76_4155	96664428.35150054	21814850.98561361	28571651.74640943	24630076.09946409	188265929.06792876	40009632.8930627	304240859.15166134	31922159.228968386	48705697.00750268	42274157.59105037	22039750.308145765	78201567.20254824	33449105.202357985	26546889.024222936	40528339.49215166	81641962.44758843	66621604.69370579	34815135.57553858	24643839.69863612	37221559.5	105096950.24490891	40958339.51857181	33579345.06846463	24136636.010932475	37977986.41567792	29317756.94051447	43132671.37856377	53528232.95962219	65322690.93370847	93139867.46548767	31966747.18877545	54194392.72403805	212595388.44890407
951.658__7.74_3358	17597986.120713133	41832349.0	29489375.11793399	52012845.03236429	175923541.39892414	41033074.50475998	248141606.3718717	76522402.76319148	20547871.144417927	29307286.688449234	49653494.56929997	26032195.42312816	30662615.971170913	50148382.68474294	39106362.85228533	40995804.87011739	42906195.83291195	17183881.151114944	20461926.754828166	64102272.55520961	42295132.88851772	61637367.47470801	49030064.62698512	28589665.60927803	58118644.26836455	31261520.11626272	28736780.83487885	67786844.69881882	21182042.053445317	61597851.37697512	55018566.84348206	21841032.3197474	162515092.35038367
948.718__8.39_340	65794433.22536421	34328112.540715195	23973802.221439604	51996974.50093541	66244397.91289158	44876385.40775132	54610563.24863276	73033888.98937109	30682443.02327888	79085639.69935541	46627022.41107309	67380193.90455632	48712185.85729979	26521538.44715509	12892682.391107965	34120627.88209454	229624464.15723464	22807026.70008078	42329349.5	15086264.58524901	49396291.76325112	52278601.80399989	198982704.0546077	34210192.78610248	44384615.60648702	74926258.40033671	16250371.476710554	17802608.74291599	241568604.15834945	48418999.49173845	42465623.05938649	31467588.678617947	118531144.30164798
947.883__4.36_4569	3215495511.2580533	21465697.151102114	21903641.297675896	29264625.920015264	143209567.78891146	39838591.89912016	109736352.47798342	36200729.0	43620812.297904775	512478857.12112087	37149701.98973782	640986371.5197039	32533416.591940995	32866849.92187723	34011382.625295565	42018559.35394389	83480068.76770405	25151972.04805241	40304493.11341707	38894310.86504377	31261597.12115833	52372807.03915404	36698675.27317613	51767739.42507341	21794827.85786796	62546758.84090994	43029925.37109453	28043120.18653829	54261963.08892778	26766903.25518358	15077948.919000866	30731211.46516974	3693676771.467088
947.801__4.23_5069	936131626.5836283	39502395.37771417	41882764.69380736	31674399.034101386	104654682.00966614	49247145.39003187	58928012.37001094	32791818.82197987	36188295.60482431	658771769.9890339	51870558.14661796	2124691389.0457656	34079777.251743376	32649856.527894	26191565.147489645	30141290.32150862	68043751.73057976	24410789.5	51345896.6111844	39711188.18182122	49122941.51763402	44013559.88356201	28593575.56977601	29242861.29528051	63405020.81094936	38669220.67023316	23520971.732099306	56576434.81452436	31150793.54682146	32565372.67560308	55882280.17741758	32045229.555155225	1164878481.5695221
946.704__8.02_2967	11798320.444428012	27043681.720693603	44777385.67576317	55121857.64743962	18686024.24657346	17074102.99760007	27066836.76265189	24542004.46140601	49485843.2538034	46424021.98040311	94333033.77099541	9917145.564312734	21050145.761122484	42150728.107155934	11539600.975420227	54716046.55849408	55750540.01955624	31089634.36927008	44274636.45549586	252635118.73674497	79429146.97068106	119399378.01510212	57220703.77878141	8010835.4581548385	133117136.7838724	21660397.81944592	22318999.0	34630275.77610971	16211016.89324335	49209258.17361188	29683852.66744444	98710314.12831898	90688527.31349008
945.705__8.08_2558	28513063.00655209	41863911.20362449	47770451.43726673	51878965.86039866	50752625.96147982	73555872.7237674	37152077.05545205	30574998.433322094	56278513.3178906	60533829.49999999	69515253.61662392	35008553.65147516	38136988.61263272	23046864.762928084	23939910.78686219	85493798.3711278	46470036.30361831	16782495.142270546	64268434.48552033	307358590.0214899	68237120.65115868	140716431.22118843	118518048.543859	16205119.86778497	111368123.84092984	50650658.40382338	15251493.141833272	34720188.22025128	33822771.41893164	46903699.33502356	53720989.2112643	105629282.78492409	48575333.21735487
943.531__3.34_5127	64830853.4156011	61464087.19233613	39499057.02478602	46530892.81299965	57694029.0	32052238.33333333	68935701.2480365	59976783.11951722	53799604.05651865	35458269.10559937	31272650.07819814	81404684.84054463	51440528.12079278	34992302.86705516	36459414.141132616	35208156.92256727	44840546.66731839	18863416.28086259	22892784.82420925	43926711.11572276	36459421.10416666	112954477.59995219	66972125.64628121	20710841.511650227	49794042.12658477	77287449.77053644	69815132.44839713	34264526.54827692	30957503.15715046	24866380.231960736	37025794.29369424	65633141.16173531	35269710.143558465
937.211__4.27_4691	744963441.2284827	25463911.42072985	32798834.93427266	28613553.42592095	46051124.71066261	25446185.503894623	86044862.31037536	61998885.28750789	34157623.39313162	108082835.03490792	17943603.53320813	1210442715.6298018	37046696.40582991	40108072.74077763	29920070.61079771	47835493.97237416	59706366.45990273	39471024.85989069	29242006.32137714	43935653.319667056	46110667.6466836	55924433.92141877	26557770.53651951	44622464.77670845	38225519.5	36092977.23724824	15501013.216338364	48137072.75678366	32650880.76243518	47343217.67056706	45945788.16866303	26251295.45555979	1184401563.9288845
936.681__7.2_2484	16095888.849851718	55563840.76216065	15525916.50547186	47183243.44838524	80295976.60514306	41128789.5	85842496.25513828	25428464.71103379	39351845.129178576	87806490.25612152	57818027.15275155	41938521.71432473	92930978.19511949	17718707.492535412	26917065.984059475	68287404.9912417	48628454.15311993	31740355.264440075	16440800.753777113	90460790.7246953	43133077.45453929	52228773.13478569	71384399.34618941	78806079.20090608	107641419.37767766	119688712.23362347	15613226.398510333	86843394.26527071	41989065.40842197	47797954.01212724	92753316.02573904	70855317.5011114	41136113.45481528
933.427__5.47_4312	79468163.69458461	41832349.0	25053221.18088128	16608297.13770185	36754006.66708145	39740602.161570095	24734615.11107793	13145588.449915295	97953319.3663266	52550472.49053205	142541848.9448366	34806486.52370044	30923144.67618108	91750162.00792769	31861504.073448993	19974846.069560487	64450755.95867931	25584129.511655334	17212385.839252327	18793169.142083596	95891661.37597682	46681102.77771226	45121366.65947921	91456538.2561708	12464140.99389194	88141089.12823015	24022564.703612946	50715742.82926969	59442216.09592707	70700046.33046685	147046914.27431324	165477449.05166468	22006589.45491572
932.649__10.05_2901	17664552.07400708	28524033.200484764	36596627.26872757	81760616.28768352	84113668.63739195	90318449.62586336	58501298.27250898	31213122.103362974	22219498.28900417	60533829.5	69631777.21037742	39641003.78188748	87318611.10948263	21497171.36024757	38678463.14220464	33837761.07146313	62599418.20934301	41037062.73795312	32333614.496619694	145527095.17178354	39158767.18333703	30825292.52275294	144949403.42996734	34375895.24418244	27494843.761704955	52794854.45576748	33387140.477044504	25277166.936971795	13570754.12715096	28920733.97703025	48640172.39910377	73652449.48112616	30205358.15418821
932.144__10.05_1955	47400056.06126326	13836559.22165488	38600193.62381489	61407316.103246	52705643.19289749	46341278.73382438	58328939.5	50925980.72104564	36984267.62250125	46432686.94720464	120941615.12259808	22272836.737460293	60405812.48887944	18620791.24628924	17964444.62017399	40971553.69114009	33211279.49396841	10881597.27876949	45612256.42736918	195040293.8483173	115519823.5703587	78055697.53539422	64130174.49527187	75280524.67174101	27319148.78631242	33901029.16681357	12512760.169536656	34043189.48355535	21647046.774510216	72115631.40774892	58807154.73204574	53754461.28601949	41897205.08597373
931.644__10.04_2572	31874115.2436361	49994761.03159022	19247070.701987308	43832450.83322065	50350096.7805756	37842169.86567222	16350815.131610796	57360223.69306734	21499874.28991603	92169950.92850669	30541656.40476259	24547918.79741552	65605810.5222233	32864608.5556226	29758044.50079512	54140120.39138001	100823390.17446604	24410789.5	63269469.95642388	54998488.95330858	41930268.01630634	100633168.86063442	117554406.8785962	18404453.35022892	79223666.75057688	23281089.874578614	70245439.8098527	19251057.966316447	33629769.88662976	110509335.30863124	22977831.133086	57589104.79412065	63595440.18585668
931.636__9.2_4124	93133143.45912048	59111282.6698041	88047048.23341165	53193384.84779804	50562607.70098212	49191592.525989	53360367.92985039	149079651.00096208	22558367.117243826	111765237.51301816	37339268.89071731	31660688.119965997	29793865.82106915	43438354.95279753	18648618.421392456	42151632.1708517	283076689.19484407	21870870.08287125	52661709.69988924	28516416.25325032	36041384.91318292	213664130.32386383	36022320.28656232	38831462.76067203	25562181.86025402	74330659.98425704	27380003.61150521	35419978.10125979	27049954.73715093	47485810.33487006	43131639.5	45445489.424807794	50585288.84487461
931.158__10.04_4724	43631579.1640524	87715923.53516284	28679353.275075395	103916952.07150877	116715399.67685051	33263743.989382677	50212803.34227045	307959382.8882425	13845054.358702447	57655079.42286369	110858137.66788188	80870792.45079587	78137936.13057925	27278472.722755026	51186371.98697918	24641764.90583317	131041691.72564484	21158814.545666426	92286696.97497568	89758104.35711643	13754132.688041896	1567863650.8369699	34449412.000459224	22075937.982866414	30815614.79197461	52033299.97888969	247222810.5310479	54088545.5899584	41891089.74626408	51810244.89622408	43131639.5	17340705.00518218	21167388.38516292
930.489__5.1_2061	71823734.63899909	23959757.238588106	25074002.45006738	53733778.13253404	41789646.39708077	59965994.76909439	75174171.03155892	2975703.7756747687	53340642.45573632	53719073.87967421	190919149.56202167	43372913.26586421	40379245.87658659	191939891.07860848	18913910.300764248	6097489.534539048	41236394.10139788	41850352.67403806	48081739.60253275	29600312.62181941	53917959.5	36563103.12284085	27110455.157083955	69301287.10297799	9067908.381659225	71866541.59588829	100568782.51510708	45410157.1048256	42657107.62633	108111683.29300842	143870120.6819683	190433427.65907207	27946541.14138621
929.674__10.01_3394	37945496.48108249	51297329.39387279	33879239.062325925	95486491.28867112	27919598.90001521	42621826.80976	67500569.7213864	23522403.70554607	73169336.65706202	26347768.52946493	45140273.38917489	43039549.67647871	82182657.59289867	31170766.15095449	23207371.488804545	14949195.128571155	84280698.98575473	59181826.54293952	23927522.747978777	88489387.40690735	53917959.5	167786948.29990616	49693006.9112819	36345633.06091323	42593138.12220576	38441535.48028434	53450790.30380414	20863628.874129724	33112794.69368916	33786471.72794913	50896303.56064922	41802388.05994665	63726230.5654214
929.612__9.99_5838	43504680.501398705	92329661.70271012	41005476.05303209	66987004.21968764	12517094.536898475	84891615.0793355	40548646.58510311	44292070.08864208	50798174.0744478	32900791.196159776	40211516.17154077	45678994.09335552	42644425.7590274	37451854.47311768	67744659.77260181	34815851.105474904	48291070.80386721	129252347.70246042	61342871.539615296	19895561.28480566	21361677.39466354	57100395.05556307	26425861.579458345	50203624.92528598	22327550.11033561	33441021.96674939	33394720.794071294	34610120.0	43216357.04841081	47528278.71460906	55265448.01334905	111312622.927908	168614533.31455863
929.491__6.01_4603	25008983.24049428	55910690.64553833	40417948.74015576	61636090.72016998	36590297.60940323	59146238.9309761	36706302.307368696	21482665.570094533	19378070.171700854	75239657.16505049	44953071.28244983	31876918.80309749	33278124.03964392	33677243.09906419	70554943.5984977	27777081.911209866	83129120.2343218	20894568.925223988	42329349.5	105598297.47526604	59994370.50601802	81885164.61931506	80174181.09489605	35172510.06236513	69248872.22084962	39068563.22389581	31740468.545148656	77176428.14519222	21835186.192768928	29713066.66111277	35367706.01424977	30335761.010265626	57948738.80176273
929.165__10.03_2527	15614002.463199288	66099879.86380938	52439582.88061955	76423169.90198958	79807264.82695045	26473953.351346053	87159646.07805714	68851870.81811017	47485830.1487403	33111525.01493286	63060492.7458626	40363086.39421714	44027648.61556101	14547344.265865933	41463264.24474598	26943435.088706493	71440405.1542475	8368068.951939965	42329349.5	118690061.64322336	42510706.6566188	54747329.34561295	66486154.64100337	24996174.94236233	29814520.45717276	54734274.82896012	28740257.51412213	18069089.540736593	31207952.08461788	77123341.68973191	32612978.72306821	77585610.49497174	63933701.88469251
928.172__10.04_5288	32880316.16292041	128579212.10229644	48118879.76990726	35015196.79400524	57694028.99999999	64241921.58121279	46273830.83744123	85211251.66367795	19743995.3557976	44099822.25830337	198492582.96547693	87149927.46962142	130241698.49538904	25311321.897860046	44324789.56927212	21355991.916758876	77735282.40654644	19774489.876925927	409337118.8366727	102919677.5476048	28465361.52454951	5427779851.719539	46333348.65280134	23057332.07471016	41873387.84618622	16732661.394375226	109489504.78436604	39265705.046015136	72288730.21790013	34241736.03382062	34456331.19516876	39191341.21378992	31976778.88289652
927.494__6.39_3864	21364762.92096514	66303295.80158033	14702577.640390512	49783906.36392745	46009138.00094913	45661368.02413132	45402987.23087065	39650734.99898797	30351511.76099333	58420197.73185358	40661354.53140295	57471732.84588361	12512346.965857035	27004459.5	65914107.20453276	84009571.82532918	67673037.48729323	13350279.402038425	20506412.163545694	44694418.48494351	28335644.79850483	75687692.85573032	69348149.9765055	41518118.20805001	22874756.91296843	99237083.29072228	32885526.65899452	70257421.62119952	58762856.99087936	21615664.650240254	17704283.14707381	48225274.62814471	35459687.91320322
927.187__10.03_4868	42997781.61587932	45166404.13083374	16813345.699615322	47110997.99396769	54941195.55309593	99794968.82439505	35934682.34042116	99249958.99821591	47313288.55013714	76727866.45487809	99975882.04667091	27669986.84029041	63839956.23908352	38576870.65498584	37972550.71598113	33266277.204973184	46584197.83747072	6260971.905049917	37986360.85203629	203520309.40934035	46255636.26667274	42455147.537858784	58062400.68943473	61180086.19887193	38225519.5	30927133.16616988	57651484.24867294	80676535.87578303	34187011.60243172	58847897.82273292	66638767.950769395	46121190.91856525	28294280.661961693
927.133__10.01_6149	48674006.88803625	66034444.71767741	31366581.96282285	105152661.79806478	31542366.660337795	58613770.73115253	25751772.942756355	42071433.97763924	34553013.732122496	73469622.07438062	60253829.5	39751579.99228731	50309416.19693978	33237579.01066393	58118589.08920636	38602523.44828659	37422200.56037544	49257545.25841762	34794157.037692204	22524792.8991588	32159079.861841656	49513288.20800129	5808370.398170983	57340124.51752138	35956572.99217738	38831083.197223626	33830393.64826596	72291343.58968477	38820102.316795744	30751329.858353745	54539235.48089313	38955791.793356895	33462287.806176037
926.686__9.98_3934	21268579.389248706	28924921.82222105	70337230.17830789	100075401.14539117	33604002.07645666	16939576.504711356	58328939.50000001	102066209.4843261	32565101.69768751	59173397.61345646	82146227.28644863	65150464.14895984	52128450.70849579	36791902.66732095	22163251.78585769	42752514.101223335	43703569.80513088	54677286.94413445	24451228.77039889	202819547.70404372	44015426.7595567	111763767.93599834	27836783.97708763	40591392.18280937	42903891.20222648	40890727.52605673	99115567.20202395	21952416.69920901	23018520.44215878	23679612.343750697	59682063.48326587	39556094.22568554	71498265.43469724
925.643__7.55_4783	27399554.960580498	30880945.24573551	133205110.59013171	24376869.190683674	383756517.9834458	50162831.17032967	31570620.93188845	70877648.67289476	46689360.74863267	26088961.97931974	42622189.40966415	31439803.42253501	27380551.94702449	24661895.75905095	97456803.61283308	25698368.28980043	29960563.93705079	24410789.5	54418127.21888514	61888235.60734229	28453549.024545014	78290827.21931846	33333303.01304835	37662952.60324489	47097284.96289538	24784513.880353756	28227134.10451021	300882037.1766029	2004639309.285415	37541266.23058421	46111490.24079074	445245312.9479119	38869292.228939004
925.623__8.48_2415	32732994.07990853	52588927.53236184	40287785.14685001	38302088.63948475	76091202.11751255	40044006.369128704	33423349.31159652	67270336.19948886	24785173.57685368	60533829.5	21913053.007099073	70978779.30697976	76266800.66508299	31853868.3828216	37972737.99799414	36152141.41774209	149787991.1636818	14612944.690477338	50156123.5597249	21947424.84191264	72406794.36523448	29478786.55509241	194722248.861509	14435722.707581354	59385059.5050614	21776163.56225309	58677722.04541759	19065006.301010687	145476990.07152745	30644619.84841507	25641520.51036554	37652915.15858258	98613339.27874853
920.686__7.8_1762	70029310.22109196	25995980.065915346	16083455.663569352	41506802.49241311	64260512.04256825	59727921.96813928	44537134.93757959	45615999.33092258	37213200.76600171	104686554.53705366	60253829.50000001	32580817.536012866	38477256.24924815	22605396.973546125	22056287.715469673	42961735.87931713	355145513.9324585	18685106.609926127	28721271.347408816	47415382.55301347	57109599.17945996	58119709.99451545	303429888.87627226	26884070.813852925	54528478.10465676	57774273.97104338	4573108.1485260455	39821969.70757408	317764342.69640315	49267208.14984156	35590819.622008294	36150354.70530067	208229039.6742594
920.65__10.05_3023	43670888.95860788	37481994.45741516	11609879.8574605	49305279.5	59087423.03399724	28598561.51679514	38335348.32742	71803565.53569691	34998566.34208358	57232550.37298307	61318934.41266379	15278391.999338655	47789274.93667596	23541039.13289225	5887882.602188182	74068610.26148434	87791631.48476067	16494353.054474955	45057894.85684902	38607150.85690419	116693300.45324644	62543812.54556538	64669138.74513524	13231595.53879534	93528422.59881318	100822996.45768332	41766110.38945409	28589215.419377293	59609837.22461546	113089557.89250976	79959825.92973961	40613341.33925657	63788555.0766053
918.671__8.11_3974	23323248.352914684	25253935.39257071	52726941.56479898	44566219.55193507	31566976.96156539	43899448.81954826	28789064.86326185	67793164.11442782	24015114.82442618	39649578.51018233	41217312.88040238	64440626.09831154	30795039.12029193	59850500.1316261	42652465.48537395	62733672.45021587	66039836.55546553	24410789.5	72024150.54518384	130350102.26049	75912744.19030622	87713150.90783639	43829304.89853192	26741589.525276456	49174608.65456653	47444598.85038458	36769953.29252892	25179539.38430691	54775658.388112105	25565459.53230577	34997378.27711075	51198850.48141882	22180465.54262187
918.634__7.0_5740	51705294.93366323	67712845.12021665	41256890.28625597	37037810.59263606	33756512.109652005	70599751.5919437	77968711.60579117	32041175.92739873	30191910.293051064	45797062.23876783	42373696.53038251	41701992.40435761	33806612.331943125	98809788.21508528	63242277.73718695	31093343.580150954	54924522.71517883	60968717.81068026	96532287.9560222	50213349.896536894	31751660.142300714	46462434.32810503	32385342.15189773	33930389.0	35706229.3175157	71689059.21782021	52736836.9255077	53676776.64912207	66620673.42864285	47590242.4112357	54525114.10450634	93596231.96439624	31128866.3657616
917.581__6.53_4296	77019157.38905041	38137191.62273	38184559.10848374	57545004.78431166	110481006.54656126	32688929.11658853	32296009.89352459	105076747.74819972	36460732.11047353	46232660.02340834	33059631.17900909	16355824.32982829	49960278.32702503	27004459.5	25934790.585877374	22209671.712833077	72984184.01433639	17738090.566436008	25899717.42778304	62203119.58886898	138118533.42977628	69836583.38212319	109039449.82268035	27968656.18843342	31335741.77324426	133524945.12310444	36739881.99687204	92448410.66570342	48511731.93462712	59469906.44730772	71101466.87307319	18209893.1913349	37770421.24885027
916.651__7.78_3057	17466593.730067838	101914434.60020223	56636058.8532996	48191489.35614705	34848501.93817718	36502223.52493096	14396496.281933006	11618627.348816508	59582668.43281888	59364468.11343307	61863518.80592427	19568218.057039253	25950725.44697537	15993670.999407714	81241131.82331559	38265808.3283014	119264585.20693952	63204883.73076682	51312574.71366298	11700175.741057854	16447644.23420657	51017412.83378058	76726381.89533436	39218918.42856313	12448756.870044818	155933386.49925992	22318999.0	33405889.22941207	101098099.53501704	85693393.8630203	43276638.64894939	86338352.07401605	20705818.12880608
911.571__7.57_4129	35859524.37328429	45264848.58659174	36938215.11264376	49529008.69841679	37972375.347863935	21895891.778945897	45425000.52061486	35222086.399441004	46645703.08590216	61608924.05133804	52511989.77210574	45718739.91882818	31856636.87392737	30629861.96716653	32520218.301928066	28700800.52785265	45915641.66344915	36634027.23886829	37605439.945528574	26778212.204549573	120626087.74898899	85850277.96557663	24898057.40346359	24707466.84574744	67411325.65701234	107964446.13113035	61022493.74587248	38640328.861725576	57890788.88481362	48235519.0	78211758.17918244	35959920.41898013	35651117.56568477
911.498__7.06_3782	18502730.085986987	62503112.84227648	14408222.115930373	49305279.50000001	51709091.30359504	25850868.802914944	35982839.274545185	43372643.93339135	38521725.61856213	70107363.57037452	44569480.67778873	26931364.72292387	40809554.55759661	20185538.52518408	38297161.12116706	61738815.25527979	55418215.26057059	15137587.577120818	40986148.07269032	84493894.67884777	65619953.46077028	64181100.94980744	74621023.58231714	35768548.90326722	42621771.78010231	74183546.22842894	9914662.178876467	51692804.13142592	39342141.89678829	49114164.35985578	44849368.88516948	46689486.11751287	55808711.1146085
910.651__8.37_1805	49654632.48529383	39917726.5482361	23460707.07845629	49305279.50000001	55517483.91850921	42270511.58274623	57297811.4810173	78906573.54270044	36332303.97790111	67075828.54431343	66966578.4520504	59208686.39805161	44627494.88818085	36576430.73297527	4398545.842338691	33917673.46186026	178647883.91679913	17116321.02960875	40683316.47914285	16744682.465058636	52400400.40933122	50238736.1334037	166239771.69798636	46703837.23209859	31209056.93650066	73267592.51879297	11835017.554575687	27446051.52023231	176431423.87705222	52385368.02481424	46551122.87789929	30392980.70989571	107757991.98696432
