index	V15-leg-psoriasis-BF3	V15-leg-psoriasis-BD7	V15-leg-psoriasis-BE4	V15-leg-psoriasis-BF10	V15-leg-psoriasis-BE10	V15-leg-healthy-BD11	V15-leg-psoriasis-BD8	V15-leg-healthy-BF7	V15-leg-psoriasis-BE2	V15-leg-healthy-BF6	V15-leg-psoriasis-BE9	V15-leg-healthy-BE5	V15-leg-psoriasis-BE3	V15-leg-psoriasis-BD9	V15-leg-psoriasis-BF1	V15-leg-psoriasis-BF9	V15-leg-psoriasis-BF2	V15-leg-psoriasis-BE7	V15-leg-healthy-BE12	V15-leg-healthy-BF11	V15-leg-psoriasis-BE8	V15-leg-psoriasis-BE1	V15-leg-healthy-BD12	V15-leg-psoriasis-BF8	V15-leg-healthy-BE6	V15-leg-healthy-BD6	V15-leg-psoriasis-BF4	V15-leg-healthy-BF5	V15-leg-healthy-BE11	V15-leg-healthy-BD10	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Batch_4	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Batch_4	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_DESCRIPTION_2_psoriasis
707.362_C31H60N4O9Se_6.31_1499	1378047.942412547	1436194.9182647564	2008189.2161821898	2601004.1913223313	1791229.3060318413	4887240.439160055	4949935.124508021	3217979.2157442733	2108285.1122084022	1829018.4758568392	539001.0218147258	4858143.807674175	2460419.246511071	3275641.6994438274	1295961.3901374454	486197.4675857959	653201.0904005675	618395.9171839079	3249763.5453692684	4853482.816543731	1089493.4300987097	1638646.2526004626	1539076.8725591279	2825840.524809212	4057171.0881112106	5486713.451022792	2487002.3655971927	4930759.771672991	4350439.578126556	5419358.383585427	4056595.6204522043	2744061.122084648	2744061.122084648	2744061.122084648	2744061.122084648	1869038.123172945	4601961.197335144	2473710.806054132	2473710.806054132	2473710.806054132	2473710.806054132	1714937.779316152	48679147.44542645	82321833.66253944	82321833.66253944	82321833.66253944	82321833.66253944	33642686.21711301
707.283__6.26_3	2555783.6946281446	2004205.218848002	2029292.2535347466	3580040.9132366325	1797052.224651826	2256481.246747494	3122152.087104306	1482892.6026095087	11179266.910166096	2010150.7788112948	2393659.5736833774	2159166.419701245	3448290.2637785515	3945484.352835633	1110548.547035012	1714594.5717672443	2556449.5435380605	2706003.244153196	1692762.798417868	2591759.713003318	1935797.6505373102	2317456.86510407	2421262.0375853614	4280292.01683192	2982868.601493637	3144010.763439941	2398966.187723013	2337331.446203086	3444389.3307709615	4038407.2673750604	2546790.2505132314	2854560.63751053	2854560.63751053	2854560.63751053	2854560.63751053	3059740.89550873	2379296.7418942237	2410114.1126541873	2410114.1126541873	2410114.1126541873	2410114.1126541873	2477374.941175579	30561483.006158777	85636819.1253159	85636819.1253159	85636819.1253159	85636819.1253159	55075336.119157135
706.521__9.1_3907	1257847.9727273714	1376513.1581560653	1342604.5440096061	2335082.4454437406	1534641.6256796583	2420814.6749970913	1506536.0832745924	2933780.4787119133	1444165.7815259423	4933236.478891709	1242752.2048761146	3368576.9008829254	2302014.8128131824	2568552.08265162	2239105.8040436707	2721380.2716532904	1726986.9674783144	2910212.0465492154	2506932.977915393	3341060.943384025	2002221.3628868852	2274717.330939409	2995809.599347351	3361468.961024334	2005378.7845924909	1849650.556128515	2527583.41371509	3152839.7031117426	4331231.383078801	4855527.991132414	3224570.0393478647	2512307.5780540826	2512307.5780540826	2512307.5780540826	2512307.5780540826	2037465.9371915613	3074324.651229547	2377948.5602204157	2377948.5602204157	2377948.5602204157	2377948.5602204157	2120663.583465278	38694840.472174376	75369227.34162247	75369227.34162247	75369227.34162247	75369227.34162247	36674386.8694481
706.519__8.41_3647	2066700.1447679347	5321246.151992267	2268511.4538349947	2915587.239558129	1606504.5969346825	2033723.2910668992	1354860.349231618	1965465.9187237157	2965718.2133190706	7133895.781859899	3934955.311634083	1458855.0645477956	2121262.558829171	1668114.808827424	1448094.042208877	2650460.5668179495	1291420.3971046314	3221564.267701577	2461342.622580179	1982715.3123071673	2484608.9056121563	1604623.5555723745	4068531.234555701	8495110.142238742	4913573.187652034	10140388.620345574	3015333.7328885226	3401970.7918120865	4381370.399305283	3963363.9220266556	3992099.6788985827	3277995.752861907	3277995.752861907	3277995.752861907	3277995.752861907	2801926.4688374563	3682667.356919371	2567534.736215053	2567534.736215053	2567534.736215053	2567534.736215053	2376560.1797235757	47905196.146782994	98339872.5858572	98339872.5858572	98339872.5858572	98339872.5858572	50434676.43907421
706.482__8.13_1553	736822.451509188	3700236.2441822565	2055409.045100504	3940240.785337826	3193191.752494566	2674452.442802655	4815804.768149467	1565171.9427128448	922031.7670881144	2683915.771267041	2292843.9922405058	5116117.076578569	954119.3205775807	1082717.7176080584	669820.9349873763	1004572.4214403478	488358.8241192813	1574041.7899166364	1876162.5976052945	4284682.202191046	1074093.1759919792	2253883.566067745	6941184.1748172045	1934871.202645735	4725675.466745101	12088846.398981618	3423879.716915642	2012225.1904659863	5653566.512460537	6775778.429690279	4699814.850526514	3083823.922756366	3083823.922756366	3083823.922756366	3083823.922756366	2006496.6375762671	4505178.834468074	2273363.7791541256	2273363.7791541256	2273363.7791541256	2273363.7791541256	1754456.4962811857	56397778.20631818	92514717.68269098	92514717.68269098	92514717.68269098	92514717.68269098	36116939.47637281
706.478_C30H61N13O5_6.75_3257	1132779.0089758455	5665200.217661581	1855945.1283060252	1239647.2961689977	1469085.5746960444	2783386.6403755294	2104390.315732366	3652473.190412965	1965289.0165053823	1963569.0418468555	4429951.935020152	2230141.3354669767	4276948.167815953	2692870.00166413	1148496.5654175885	2260535.4805847798	1352941.0493675824	2148462.354563214	3011498.6097188895	2366270.3282564143	5424630.981782195	1480803.0671853924	4876392.361939553	3875491.287034913	2643672.3855098695	5424538.51002636	3318385.9468328003	4840035.109595491	3179968.9385989937	4115254.6976134526	3423933.429113446	2964301.8181558764	2964301.8181558764	2964301.8181558764	2964301.8181558764	2657880.7441841634	3095733.7741589416	2668271.1935869996	2668271.1935869996	2668271.1935869996	2668271.1935869996	2126426.3351477897	41087201.14936135	88929054.54467629	88929054.54467629	88929054.54467629	88929054.54467629	47841853.39531494
705.986__8.17_935	1632788.11929754	7302912.83379875	1690051.2851022757	721016.791434739	1253133.6079437032	6739995.3048918955	4037085.6145825614	1277772.661871687	3046272.235407463	2149126.0031337724	1202790.0957732974	2597303.277351419	3922325.146688969	1345297.397769007	1611686.3761368622	1279621.327856029	544677.6386002974	2159873.532348437	1767851.0665617697	5467831.807236937	1344333.0594764913	2299218.310074805	15171648.002417793	2042004.4420638613	4688153.770027527	7665141.878539359	1921993.5943313674	4254416.303692132	5022900.436756718	10988920.35472621	5649255.072267269	3571604.7425297895	3571604.7425297895	3571604.7425297895	3571604.7425297895	2186504.522704803	4855527.103392122	2154499.7677411046	2154499.7677411046	2154499.7677411046	2154499.7677411046	1661419.702199908	67791060.86720723	107148142.27589369	107148142.27589369	107148142.27589369	107148142.27589369	39357081.40868645
705.529__9.43_3100	2151784.2852618606	2789880.5555951656	1291129.5218439656	2360045.8331977436	3464192.197882815	2366361.978217298	1579878.4075579236	2227743.6488548066	3267201.4598373817	1939140.7362701893	2022160.146407215	1373856.9857223097	2203826.5130474265	2538806.77312896	3250931.070267009	3453903.8994398513	2894447.8453633473	1496561.436811088	2283746.801361524	2527482.6269027893	3658771.5721185603	1581447.6186983373	2160118.7895121085	3795497.8651507497	2399671.923462647	8271929.499745206	2306571.945874412	2797476.7726720166	1915616.6050418038	2585588.3539071274	2737394.560139152	2631859.1223051203	2631859.1223051203	2631859.1223051203	2631859.1223051203	2561502.1637491006	2325054.389789411	2363203.905707521	2363203.905707521	2363203.905707521	2363203.905707521	2449426.3031633515	32848734.721669827	78955773.66915362	78955773.66915362	78955773.66915362	78955773.66915362	46107038.947483815
705.511_C39H74N4O2Se_7.9_1450	596220.2263998933	1939955.2017010413	2524566.3044460528	2066439.7347691345	2104172.3515920173	3842524.7850295645	3032706.491016534	2033554.8355444903	2619375.235884378	2805386.5269257305	935527.2775492028	3862751.0368685005	2656042.47152037	1695159.3882350211	2106994.179235996	1090076.8427337655	513313.1819019534	866458.5952146507	2045349.3182026201	4073511.1528697275	1664809.6831417847	3094177.319800995	3107125.932097607	3143291.592400583	2524094.4451861675	5309242.19421523	2633059.2876769817	3673237.7798995054	3191831.2654156964	5408106.636728208	3489726.325748587	2571968.7091401136	2571968.7091401136	2571968.7091401136	2571968.7091401136	1960130.2980677974	3432534.522657601	2571970.7701652152	2571970.7701652152	2571970.7701652152	2571970.7701652152	2085306.043180576	41876715.908983044	77159061.2742034	77159061.2742034	77159061.2742034	77159061.2742034	35282345.36522035
705.49_C34H75BN3O4PSe_8.59_2139	2244605.356181826	2130054.2023914647	1335967.860194943	1415757.8107292661	1655112.470447189	2122876.0367069202	2263535.5300846044	1452919.331822676	2514407.808937184	3267312.206176163	2692495.7665312407	3816455.4452268854	3073382.367882384	2807536.3160470338	3004085.6693767146	2597105.920323295	1477968.5799953174	2865210.1373573663	2330565.3823143835	2028110.142920534	3181516.03537518	1383675.8049146698	1654830.3354391798	2758145.327491067	4694633.211695226	4278055.446696259	4243565.527101768	2337422.348143656	3877457.374497081	3226756.383909472	2923949.47046237	2624384.0712303654	2624384.0712303654	2624384.0712303654	2624384.0712303654	2424673.8050756957	2782089.3660265636	2555756.8646302396	2555756.8646302396	2555756.8646302396	2555756.8646302396	2555756.8646302396	35087393.64554844	78731522.13691096	78731522.13691096	78731522.13691096	78731522.13691096	43644128.49136252
705.489__6.95_4376	2139098.459875491	4356322.235415678	1475858.3482896357	1571064.4994237009	1304285.1800674596	3079153.1713579367	6214596.618411945	1601123.988709688	2104865.7153563276	6048802.041293834	995362.3176752593	2153836.9573465283	2795646.839356612	4229951.864343378	2110327.5655041537	1123928.2443515372	4163722.102932746	2172068.875803205	2700216.6519364268	1500454.442349961	2918410.998761295	951961.0812813566	1021016.7900527731	4188070.9845394213	3344273.0771190533	2412521.613923572	2095658.5965357055	2820097.696100418	4560444.013316528	3600307.9252085374	2903520.697392938	2725114.963221339	2725114.963221339	2725114.963221339	2725114.963221339	2606177.807106939	2760157.174018422	2292295.2448633886	2292295.2448633886	2292295.2448633886	2292295.2448633886	2124713.0126898224	34842248.36871526	81753448.89664017	81753448.89664017	81753448.89664017	81753448.89664017	46911200.5279249
705.475_C32H65N8O7P_6.53_2245	1529594.4650269726	4067836.470969103	3565585.5950774667	2999567.1262004585	895083.5251984277	1267733.2765754086	3303334.8693920346	3163814.4574578	3191475.079073479	2978245.179662684	1655096.7535584667	1975910.2287428055	3316900.851362606	1646593.016622677	2363621.506827532	1304828.0030738402	3682638.0558439298	1945580.2336718224	2678101.5239504916	2263202.633748355	1403766.9824654185	1592155.1881895561	2026419.6437325832	2466605.4130315124	4035377.9331559096	4136005.4868960874	2613375.738930023	9699346.697912145	5621874.397421323	3537744.1168889203	3615314.631345376	2897580.481688661	2897580.481688661	2897580.481688661	2897580.481688661	2419091.0485841846	3071029.8185602417	2645738.631440257	2645738.631440257	2645738.631440257	2645738.631440257	2415113.459929522	43383775.57614451	86927414.45065983	86927414.45065983	86927414.45065983	86927414.45065983	43543638.874515325
705.383_C27H54N12O6P2_7.43_861	218434.13074106633	2482609.7831414603	2371351.8709876626	1350630.4446463068	1204722.938970962	3391575.772045006	3775837.613514719	3351898.223517758	2101012.2986621056	4687064.347006136	433147.38457460894	4100238.8840255183	2203519.992003584	2713879.1696788357	1853398.4301291043	689836.5511612033	930367.6746161294	1622472.3258836148	3310481.0577373076	3588556.9513391117	1080386.2216334804	2474062.893642782	3474464.291734804	2510631.584019961	54010.90300591504	4331803.085684646	2153825.9114927864	2908043.7055088226	4000365.4073851528	5872980.760896491	3589290.2824905557	2508053.686979568	2508053.686979568	2508053.686979568	2508053.686979568	1787229.289972243	3531510.621536958	2478336.338392121	2478336.338392121	2478336.338392121	2478336.338392121	1977205.364395605	43071483.38988667	75241610.60938704	75241610.60938704	75241610.60938704	75241610.60938704	32170127.21950037
705.274_C30H44N2O17_3.62_529	2551499.81564237	1750678.053555609	1496885.9830928263	796408.5510070346	1900098.5022823294	1014519.8666801953	2827785.5068208575	1725600.8681494794	2621847.1826926842	1666229.8650359751	2783351.5258233487	1717960.4728052195	1341925.1056322732	2652204.825004673	4043681.3182482063	2806169.7327242712	1332872.7856223003	2637180.7249462977	3710368.408805304	7629211.507660438	2470634.442751944	2676428.8989753164	3201815.5573207457	2850385.1354664154	2910393.448158205	1618064.6573074632	1683026.0643217312	4911752.491835236	13279383.43647479	3479031.0894839466	3905360.9724764167	2936246.5274775825	2936246.5274775825	2936246.5274775825	2936246.5274775825	2290170.230811694	3056104.502739475	2629513.953819491	2629513.953819491	2629513.953819491	2629513.953819491	2586673.499167527	46864331.669717	88087395.82432747	88087395.82432747	88087395.82432747	88087395.82432747	41223064.15461049
704.515__5.89_5394	2676149.249224757	1643710.297067491	2755793.4715792295	3328790.792576372	888379.826677983	1814535.7393510297	4395859.690111735	1124614.3249537954	2669203.9629011033	1054455.0446017317	3134209.0595881613	5669633.127525218	1931368.515416675	1356165.794644222	665167.5248879491	1623837.5775296546	4376081.733845494	2150523.2262138524	2241580.392405557	4791265.471233429	813844.2061467879	3382461.263670841	6531711.83891405	6439205.656151223	3180393.232226596	6644981.515967709	2304987.358914307	5114320.355976346	1427667.2675157906	4715039.618530688	3692516.4941001623	3028197.904544993	3028197.904544993	3028197.904544993	3028197.904544993	2585318.8448415464	3947716.425378642	2672676.60606293	2672676.60606293	2672676.60606293	2672676.60606293	2487095.6609077053	44310197.929201946	90845937.13634978	90845937.13634978	90845937.13634978	90845937.13634978	46535739.20714784
704.478__5.96_5393	2253378.723457714	2334091.6842828244	1193287.9604406217	1518561.5709669443	1964787.3183809284	3038561.066224256	4407597.431049418	1355429.0602247352	2414293.803583725	1903921.4967741822	3414180.9469698984	1396867.7678663563	1778008.5210847524	1464412.3694007313	1501798.4009502898	1913495.0453389983	1860443.207047013	2211262.677795104	2223333.6738116113	1907936.3327533402	3879065.654057048	5418246.302545606	5925530.856142148	3339389.963814329	3742235.8057946954	4616191.053434987	2402998.529881758	3165703.8455830794	3787753.677607412	4505202.218275057	3130722.2378743216	2761265.5655179857	2761265.5655179857	2761265.5655179857	2761265.5655179857	2514961.1172804283	3102132.455903668	2293735.2038702695	2293735.2038702695	2293735.2038702695	2293735.2038702695	2232320.700626409	37568666.85449186	82837966.96553957	82837966.96553957	82837966.96553957	82837966.96553957	45269300.11104771
704.478__5.49_5748	5084435.043082581	761732.3258486112	2367069.9193539117	5968363.798387463	5203215.787229539	615373.0855005332	3417525.409142937	1948203.3948167039	3579753.210399399	1157305.4866636556	2126695.3784449855	849091.0652746771	6710427.757178878	2990803.958456703	778014.9092187302	2328876.3472588663	4354872.262510772	2710200.2350158677	1351461.3200942415	1159745.9190631043	782191.935832678	1558240.2383581672	1033791.0857041951	7650065.534834981	1643252.8505010686	1970102.8829176931	11666736.64910323	5341372.782585691	3033057.2508015377	1096501.6879083093	1766604.9009859508	3041282.65038299	3041282.65038299	3041282.65038299	3041282.65038299	3891067.816647683	1255603.619578673	2227785.862851926	2227785.862851926	2227785.862851926	2227785.862851926	3204164.68379982	21199258.81183141	91238479.5114897	91238479.5114897	91238479.5114897	91238479.5114897	70039220.69965829
704.443__4.72_5307	1267095.8925474193	1437468.213506974	1966835.4152974868	4839097.713649125	1616331.5821777817	2254593.71403144	1867616.9714247624	1040153.3446284786	2036798.3402378035	6036776.534323379	2575461.5851719347	4197880.256098563	1477276.8917376532	1957351.9074641394	2131247.4618571294	2007575.9033094659	4332468.875989266	1887212.5451687835	2088792.2233008652	3280626.556589452	1948138.5693306956	1887769.4255706256	2288331.844515308	5246497.080101569	3772142.4320567497	4137235.428971244	4731746.61044257	3020386.9715742413	4335473.824692274	2754622.6918793707	3267251.3185551134	2814033.5602548853	2814033.5602548853	2814033.5602548853	2814033.5602548853	2511888.3880547327	3150506.764081847	2192920.587944285	2192920.587944285	2192920.587944285	2192920.587944285	1962093.661380813	39207015.82266136	84421006.80764656	84421006.80764656	84421006.80764656	84421006.80764656	45213990.98498519
704.008_C19H35N3O7P2S7_8.34_516	994907.6202636436	3701339.3048109612	1509862.0755480141	2016926.8777489527	3745716.9588138787	2276553.038137598	4309969.685532857	3242476.3797862325	2052450.0517210478	885711.1377042368	1893336.9313652972	5498522.4597147545	1137399.4036620806	2350976.280397654	920335.2683844455	1432439.0985969813	2167084.6498021088	1375448.5250454536	2838275.2869081935	2568413.1897231448	2303388.3840061477	2665001.1383109745	13293359.367680473	2557339.607713325	1512822.3400456887	15922604.896436572	4966008.153987882	2732324.131353645	4159364.5846222746	3423249.8651108937	4862806.389768642	3348453.556431181	3348453.556431181	3348453.556431181	3348453.556431181	2338885.000872873	3040375.833347213	2454157.9440554893	2454157.9440554893	2454157.9440554893	2454157.9440554893	2109767.3507615784	58353676.67722371	100453606.69293542	100453606.69293542	100453606.69293542	100453606.69293542	42099930.01571171
703.989__8.02_4742	1578341.4733668752	3521455.198356317	2866659.107328923	2644368.8291490925	2580596.9337716354	2984761.5986329503	1001852.9689543569	1516702.782676555	1353572.9978281339	3247094.0262500374	1132145.201327739	3396935.8433572897	1491230.8237438947	3082337.0259664147	2363631.0424928535	1522193.9160356272	1321057.4385134173	1209826.0512555586	2414942.9525413997	1208676.075682978	1667004.5900128395	2367454.7112716837	13231331.444219252	2671077.011822277	5704798.820457847	2859558.0081682377	4577184.522886075	3649332.48202728	4077807.630492949	10904522.61956043	4599705.3570056	3138281.804271698	3138281.804271698	3138281.804271698	3138281.804271698	2163999.435782429	3322014.9348036638	2612482.881460364	2612482.881460364	2612482.881460364	2612482.881460364	2015317.8162528465	55196464.2840672	94148454.12815094	94148454.12815094	94148454.12815094	94148454.12815094	38951989.84408372
703.5__8.25_645	1688777.5910190125	5041662.797226279	860888.0630049877	867878.7464438161	1363856.8359808496	2646495.052073692	3033761.2270656433	3432306.280544954	3379094.6132101235	6986621.479489914	1696335.9204210998	1295376.3149096663	1910354.9020758476	1375134.6861240729	700672.560735533	575489.6581587186	1779410.1873031294	802447.2657368764	2633732.7871696646	5246601.500157159	3419110.5685874596	715341.8898404003	4369632.191548112	3645914.438717235	3285292.1461257436	5635405.563805005	2661596.2857158217	1541667.8205951224	5061072.278627599	5231713.133751252	3947159.7123998236	2762788.1595388264	2762788.1595388264	2762788.1595388264	2762788.1595388264	1973207.1242981611	3900969.236046533	2640113.919621678	2640113.919621678	2640113.919621678	2640113.919621678	1692556.7557200561	47365916.54879788	82883644.78616479	82883644.78616479	82883644.78616479	82883644.78616479	35517728.2373669
703.474_C31H60N12O5_7.77_1976	6299146.897457222	3772537.6566503234	1622808.2832939073	2272341.507685212	1087502.5522501639	1107971.6258937162	1777679.4658445932	1391155.5665429053	2725876.8643288394	3561851.838361113	3564752.9919295316	2499610.1884304876	2029890.229185386	1026074.1472846881	3267254.9989533583	1644437.1828437825	1198761.1031178865	2583965.0150784827	2573785.0271463646	4186769.214293108	3838736.7062569666	4120129.536762236	2810002.9034007927	3343545.063545881	5624731.964969634	3428571.4240976283	1949174.8197192405	2559529.230915132	2413724.8152668425	4388442.28496871	3045512.1736905365	2822358.703549138	2822358.703549138	2822358.703549138	2822358.703549138	2673589.7234548726	2691893.9652735787	2578875.0211124234	2578875.0211124234	2578875.0211124234	2578875.0211124234	2428153.2613818473	36546146.08428644	84670761.10647413	84670761.10647413	84670761.10647413	84670761.10647413	48124615.02218771
703.473_C34H71O12P_8.19_2617	5680962.402498943	1569389.937294972	2314028.633918713	1765974.4412525287	3207221.515352408	1399408.6391750139	1847925.9469263945	1081151.3876818581	2118444.281427604	2768131.1496535116	2314678.938164387	3540042.289268944	5313100.930949667	4082062.6463391874	2539182.0735096536	3728885.7031931826	931629.9782027045	1930727.7871392241	3615325.295329888	2321339.2060779957	1949698.5613744273	4089997.1813063454	2183823.73004588	3815705.4358403618	1601810.4850365967	2664550.85403649	2393173.130127073	1989165.4437274095	5914159.035487965	5018648.107527916	2841462.9685874563	2856344.838262241	2856344.838262241	2856344.838262241	2856344.838262241	2866266.0847120984	2492945.030057243	2357256.1681025345	2357256.1681025345	2357256.1681025345	2357256.1681025345	2353926.0341457296	34097555.623049475	85690345.14786723	85690345.14786723	85690345.14786723	85690345.14786723	51592789.52481777
702.5_C31H63N11O7_6.38_4090	6443730.715995594	2492832.073658085	1597626.2487261854	2747664.3707303763	3309534.4696328845	3395690.999661329	2086904.2591049848	12824899.99216686	5266741.139909397	2274047.4203491965	1267877.5441803876	1146956.7729638738	2291787.355946953	1970436.9539678546	874842.8983564451	1482016.5167384718	1452403.6287444837	2639669.2968797227	1931757.4477803805	2874345.667791936	4608447.290375775	1437677.027764849	2670896.7881136467	5361310.758248496	2977967.1185805653	3225007.328588331	7111865.956705967	9422567.23632074	8387831.302829989	5875555.975870479	4750627.004251444	3715029.7518894747	3715029.7518894747	3715029.7518894747	3715029.7518894747	3024631.5836481615	3101487.223584448	2709280.5794220115	2709280.5794220115	2709280.5794220115	2709280.5794220115	2392309.714802519	57007524.05101733	111450892.55668424	111450892.55668424	111450892.55668424	111450892.55668424	54443368.505666904
702.535_C36H71N5O8_6.85_495	1738447.9150048653	1359501.852775087	1693081.4392202182	1297125.7345031742	2387306.4505210826	1539017.1242298186	3374745.4701620038	2291672.175873192	2929778.9311596174	3846105.509324601	1872123.52162651	2876787.389510837	3083311.223011229	3307516.5579491537	1342100.7419106998	721174.0203059898	796771.1532268381	2135678.0787543743	1504273.257291267	3670189.062858687	1397422.8804174575	1800428.0115484688	3293018.208467003	1143633.9435121275	3644088.175424809	3376268.4463092987	3338266.6565958606	4105621.8430740237	3790419.2225478487	5922406.570514431	3321655.582118818	2519276.052254352	2519276.052254352	2519276.052254352	2519276.052254352	1984356.3656780422	3510178.310867054	2339489.3131971373	2339489.3131971373	2339489.3131971373	2339489.3131971373	1769437.963276667	39859866.985425815	75578281.56763056	75578281.56763056	75578281.56763056	75578281.56763056	35718414.58220476
702.462_C39H63N3O8_5.41_4518	8896374.341476869	2613333.2961805915	3294515.813377759	2590850.7785336864	3913121.4833302577	1721238.8037227776	3601431.0475226124	3251825.510512405	1505855.50326879	4185980.8474345687	1758142.430391312	2239608.649680868	1444320.5182050942	2433442.767358405	1831463.481377261	1964687.2666767153	1334864.213909078	1578330.0412326986	1994406.3853889594	2397281.467493813	2949338.190636685	1459210.4652081612	1517554.7473426284	3141800.523109275	5640359.676778469	4542341.124251415	3365557.7908428297	3862743.1057878104	3219870.7292034905	3313186.8518792726	3157199.824956374	2918767.9284038185	2918767.9284038185	2918767.9284038185	2918767.9284038185	2759813.3307021153	3235848.119857948	2602092.037357139	2602092.037357139	2602092.037357139	2602092.037357139	2512146.7729460457	37886397.89947648	87563037.85211456	87563037.85211456	87563037.85211456	87563037.85211456	49676639.952638075
702.407_C24H53N15O8_6.33_1055	344557.98638302035	1927807.5335267975	2729214.994651952	2043479.6052199714	1217134.5305907652	3436443.4886849844	4520300.679856132	2969334.375229119	2950023.0419939584	2752888.2102145073	1937600.5986074887	1762410.501422638	2244559.5578254177	2942244.0474359663	668287.8601224008	539630.595912519	1673404.5242014714	414759.8839095744	4089849.1442773356	5157602.073288832	2523441.0788415014	1771767.7103514671	3963368.670220181	3007793.4918672172	3217178.7872216664	3813052.2609704426	2187101.2639771113	2671370.656783425	5724825.269321887	7438300.3326200545	3916385.314187923	2754657.7585176607	2754657.7585176607	2754657.7585176607	2754657.7585176607	1980172.7214041522	3624747.8748277137	2700292.8257176885	2700292.8257176885	2700292.8257176885	2700292.8257176885	1990540.1019137301	46996623.770255074	82639732.75552982	82639732.75552982	82639732.75552982	82639732.75552982	35643108.98527474
702.215__3.49_6156	2477475.3854761957	4802227.33184762	1197394.526671645	6096501.068560333	2656059.0990477595	2032979.7587521053	2585640.169841624	1883719.9927725003	3013662.8944586245	1507646.9104296465	1396373.0021565892	1582789.5261340407	4720222.8251330545	3659766.1154807773	3620656.6094848057	1916693.0700034136	1311553.9201151165	1513925.1588817197	2653413.616424601	3087300.039639324	1707509.031656759	2242496.5279029096	2530826.8608104493	3566977.857949749	2865952.2358294874	3189628.398423763	4943337.920427228	3237956.184075689	4931937.799432586	5513180.332058909	2918110.9712319258	2948193.4723293013	2948193.4723293013	2948193.4723293013	2948193.4723293013	2968248.4730608845	2759682.9261270445	2654736.3577361805	2654736.3577361805	2654736.3577361805	2654736.3577361805	2620849.6344446917	35017331.65478311	88445804.16987903	88445804.16987903	88445804.16987903	88445804.16987903	53428472.51509592
701.555_C31H72N8O9_9.47_1828	2834376.387734274	2508073.039930657	3076198.23905124	2925210.410106709	3803917.342687878	6236881.523486274	2202569.7782815564	1547847.9399771567	1933435.6145528592	1563892.5039601917	2282437.708482442	2584022.9876857847	2559251.685628367	2156842.2385953353	2121317.7781949416	5736845.464949302	1580834.9389203794	2691838.48288698	2377455.880586352	2075927.3837372959	2124014.940023543	780185.9989972191	3864411.8433856913	1579237.9352060761	2106763.7510119234	2539750.4958281512	2629200.4483148567	4301756.633893396	2048845.7496398527	3151913.9595949366	2866622.554398918	2664175.3028443875	2664175.3028443875	2664175.3028443875	2664175.3028443875	2529210.468474701	2458603.188207252	2442764.4602585044	2442764.4602585044	2442764.4602585044	2442764.4602585044	2395255.3742065495	34399470.652787015	79925259.08533162	79925259.08533162	79925259.08533162	79925259.08533162	45525788.43254462
701.521_C27H60N18O4_8.82_3897	1739518.4507021415	1424566.4055496943	2835131.1414460475	2191748.7764198817	1470430.169303015	2229046.6518731867	3469003.4547653263	1588400.9923741827	1212068.0631294078	2888079.551632808	4714950.221880041	5240209.534590092	2156641.975829261	2087266.4907157125	1676702.5066490085	1572543.4942852352	1884914.4840373779	3075766.237567465	1399157.8051709526	2007322.1909444565	1600355.2642050157	3687779.11548854	3908340.4765682262	4327569.554510306	1300703.1133903568	3273568.471306893	1740799.570977044	1372832.4084406118	10088155.092885418	5860141.7541303905	3429663.170275632	2800790.4473589365	2800790.4473589365	2800790.4473589365	2800790.4473589365	2381541.9654144733	2558563.1017529974	2121954.233272487	2121954.233272487	2121954.233272487	2121954.233272487	1986090.487376545	41155958.04330758	84023713.4207681	84023713.4207681	84023713.4207681	84023713.4207681	42867755.37746052
701.498__8.94_2603	3649070.2800072306	3605217.3105439036	2164348.7534264186	2756317.4566470664	1883325.4756520167	2749314.4227401973	2983870.704853477	1474651.9595751886	1522979.4904441263	3317426.013836251	1676521.5757743192	2939077.675495675	1621612.5948766267	1629241.3046123846	2744371.892922205	2151406.437598534	1135910.8596613782	1974810.2079702783	2610614.357607974	2711377.027547038	4240777.168301128	2334042.964355764	4061403.0204540007	1897436.6817434267	1965528.1472797636	6969264.9351555	1059134.1477754267	3228991.3223378933	1904012.9779350406	4874626.9828950465	3233857.4035716304	2661222.805000843	2661222.805000843	2661222.805000843	2661222.805000843	2279466.405953651	2844196.049117936	2472328.6609818693	2472328.6609818693	2472328.6609818693	2472328.6609818693	2063108.3227844061	38806288.842859566	79836684.1500253	79836684.1500253	79836684.1500253	79836684.1500253	41030395.30716571
