index	V2-arm-psoriasis-2C7	V2-arm-healthy-2A11	V2-arm-healthy-2B3	V2-arm-healthy-2B12	V2-arm-healthy-2B9	V2-elbow-psoriasis-2B6	V2-elbow-psoriasis-2B7	V2-arm-healthy-2B10	V2-arm-healthy-2A5	V2-elbow-psoriasis-2A9	V2-arm-healthy-2C4	V2-elbow-psoriasis-2B8	V2-arm-healthy-2B11	V2-arm-psoriasis-2C5	V2-arm-healthy-2A12	V2-arm-healthy-2A3	V2-elbow-psoriasis-partial-2A7	V2-arm-healthy-2A4	V2-arm-healthy-2B5	V2-arm-healthy-2C1	V2-arm-healthy-2C10	V2-arm-healthy-2C3	V2-arm-healthy-2A6	V2-arm-healthy-2C11	V2-arm-healthy-2B2	V2-arm-psoriasis-2A10	V2-arm-healthy-2B4	V2-arm-healthy-2B1	V2-elbow-psoriasis-partial-2A8	V2-arm-healthy-2C9	V2-arm-healthy-2C8	V2-arm-healthy-2C2	V2-elbow-psoriasis-2C6	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_elbow	GROUP_MEAN_Batch_2	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_elbow	GROUP_MEDIAN_Batch_2	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_elbow	GROUP_SUM_Batch_2	GROUP_SUM_DESCRIPTION_2_psoriasis
412.346__6.25_5362	41688994.678100444	84764935.51266542	44986320.535397634	68544671.77868478	40964403.00677564	33968866.80035631	33364498.679797526	31857684.68985602	23802288.82071797	60533829.5	27167196.516468182	28332882.072678704	47882392.844182484	31721089.250861563	32346084.52771902	47786527.034784034	25505196.41271334	35039215.67663584	96287063.15154368	49789660.01873597	50429328.63376666	23074486.800859507	22699387.366024435	34614133.51622339	64671533.00620714	33551254.70301388	31551056.386696585	89134655.62065417	61586308.02897097	44444029.52824385	28376097.276831932	43766561.50478569	70968889.55001348	46259987.55454175	45036194.32255523	45006106.770635344	40608659.28595678	50283043.752249606	44894353.00636148	45006106.770635344	42122180.96765062	43766561.50478569	41326698.84243804	40964403.00677564	37789268.26149952	44986320.535397634	33968866.80035631	40964403.00677564	33760060.7516851	1063979713.7544602	1170941052.386436	1485201523.4309664	730955867.147222	754245656.2837441	314260471.04453033	1485201523.4309664	421221809.6765062
412.32_C22H41N3O4_5.85_1349	95517226.98536637	199181091.5950662	7690056.554188274	1231798505.8377552	838419384.5842166	35874149.78720363	51683553.85030411	2161802234.8339014	22317547.346482914	186808983.49500856	52238867.01199875	114961133.65711617	899616268.6839055	4453974.887141905	168022838.33619192	35786960.374203034	50122781.73023086	13194917.292473286	42329349.5	43614803.28349903	398131027.4713595	85928389.84375553	55262698.55347148	22936409.308184404	27521772.29403259	300349668.47948396	9740814.635156527	198287457.37751782	47492083.70213673	287366241.35551184	360102287.69979346	21073583.9920117	63273279.18379545	312276674.2506382	291641706.8506412	246451525.5612868	376043962.3476012	90940601.41770962	78602280.77225651	246451525.5612868	95053683.57577877	55262698.55347148	70595544.19861351	55262698.55347148	90722808.41456094	47492083.70213673	51683553.85030411	55262698.55347148	57478416.51704978	7182363507.764679	7582684378.116671	8132900343.522465	6768791322.256821	1364109021.2656443	550215965.4057956	8132900343.522465	950536835.7577877
411.345_C24H44N4_8.34_1504	24610297.566828877	74815935.87023634	30649247.764755026	53122629.08394583	71078596.03440882	25406908.314138304	32167968.232277006	85509921.11709754	30919409.493380796	60533829.50000001	81760204.79781474	41153060.447913855	53522474.41117526	26399999.584913854	16796103.822092168	41097436.48901099	33953584.95084632	21774901.039770078	44220920.52530369	23251810.767846476	66537616.552782744	93210806.77747439	55912255.29840041	13956639.512314005	76319774.77307986	89295948.8583376	15951068.519157521	26185961.073777527	20561761.143415764	48552837.58119583	49944763.58560153	55255113.163631	58227349.82723682	49145496.87192402	48871256.69478203	46747185.95394427	50203833.18658871	42599209.27477095	38857780.3451183	46747185.95394427	41231070.84259084	49944763.58560153	49248800.583398685	44220920.52530369	51533696.33477368	33953584.95084632	33953584.95084632	44220920.52530369	33060776.591561664	1130346428.0542524	1270652674.064333	1542657136.480161	903668997.3585968	638988139.1215643	272004462.4158281	1542657136.480161	412310708.4259084
410.471_C28H59N_8.09_916	40572682.46257554	21306025.243993096	22553764.35102155	62783938.90331421	62747542.96312168	41128789.5	101935738.72365756	80919040.81304328	29660670.26719987	92079707.69737794	56913426.45732992	67521818.93449596	49607231.01803567	37237197.09603814	3227049.2997543896	51971970.68293413	35893556.13663985	21969318.144029856	58432712.26654677	10659424.732948918	110074853.80422026	95756522.36562699	38038107.16042412	22571518.700283047	90757101.34385285	131770459.25260903	16957308.531437892	5789446.742491974	40448703.80679099	38366060.77286034	39465442.92248052	101095415.28175658	91365237.53781249	47461908.381248176	50046316.59922811	53684175.270203196	61706771.277200066	44057060.06180695	67196221.7623964	53684175.270203196	67995389.11479975	39465442.92248052	40019062.69252803	41128789.5	59830484.710225806	35893556.13663985	67521818.93449596	41128789.5	54325304.21724798	1091623892.768708	1301204231.5799308	1771577783.9167054	1110721882.9896011	660855900.9271042	470373552.33677477	1771577783.9167054	679953891.1479975
410.347_C19H45N4O5_6.38_2615	32230439.085608125	41832349.0	15866270.822974117	29244098.80515201	30004388.891750995	23658872.702189405	88132024.24981329	28817476.58934205	29785421.93524264	115851491.64495274	24612025.159205854	19431794.368757375	68156117.44613376	49086018.89265807	59556966.97016126	51303537.99116077	38647622.13308335	32612019.032602146	35529912.55744622	96878126.70521276	48882153.78079523	120678422.81929646	100994635.86373623	32957701.366167795	101743309.6488567	65597311.01855812	16371696.339636382	79165429.64080179	17627577.57640898	70926145.17873554	31678842.08857957	78574630.07399614	82559245.58284217	53311812.11769506	52810978.757838875	53302850.78672297	53139362.4325687	53499036.81170809	55129804.0368639	53302850.78672297	53282239.72548716	41832349.0	45357251.390397616	41832349.0	40919927.573481515	41832349.0	38647622.13308335	41832349.0	43866820.512870714	1226171678.7069864	1373085447.7038107	1758994075.961858	956508523.7862365	802485552.1756214	385908628.2580473	1758994075.961858	532822397.2548716
410.324__5.98_4712	51130962.311599046	36661178.96471276	20027374.15478998	23229949.751614504	71687867.02712665	28914734.352212433	78110918.95603816	87513303.81000648	48520293.8464047	29668852.111309078	33362077.398733974	48962453.83606724	29658517.78815425	76868674.9580081	28921591.043538738	79968341.04153961	23863174.461397845	32431712.312273424	19916338.33855072	156815641.57534996	30457663.387933124	32202551.357768055	41564635.900036454	54517119.01719456	26904170.293672644	64020990.00000001	27657972.62131092	60929529.07727933	45045110.55457765	60633808.14216479	35324932.44919539	85608097.8014553	54012117.19523838	48891942.047861144	50635972.86040052	49245838.055674374	57722855.061992235	39073417.64809292	44082480.209548675	49245838.055674374	50059798.87364479	35324932.44919539	39112907.43237461	41564635.900036454	52571539.753418714	32431712.312273424	45045110.55457765	41564635.900036454	50046708.07383314	1124514667.1008062	1316535294.3704135	1625112655.8372543	1039011391.1158602	586101264.7213938	308577361.46684074	1625112655.8372543	500597988.73644793
410.274__5.82_5498	45027577.13687637	146874790.77780387	57429175.77974863	71493932.78378727	26802851.91639723	40148457.98167728	31391991.379542116	33039980.68480786	28629278.81269265	112246734.13946286	52515355.25778517	31704210.64726662	53189566.531086564	38769706.62658875	101924891.67358144	84577929.61758897	40311633.483651474	39306317.21218813	41212752.62166683	52232157.68272058	87365109.90416774	55385609.5	64223298.69798941	29022432.273491327	44558783.06951529	124092459.6820211	72967480.27202475	26644690.90147022	44032959.67822242	50221246.04032931	47896440.53342597	39880801.59513276	23447983.31883666	56843255.3973653	58280177.599418774	55714199.64283478	44974189.54410664	68602211.76130854	46183424.37552277	55714199.64283478	53117371.40741457	52232157.68272058	51226701.86152494	45027577.13687637	42588017.55927682	57429175.77974863	40148457.98167728	45027577.13687637	40230045.73266438	1307394874.139402	1515284617.5848882	1838568588.2135477	809535411.7939196	1029033176.419628	323283970.62865937	1838568588.2135477	531173714.0741457
410.238_C18H35NO9_3.56_1251	74809576.712778	24659714.72957536	23407641.595429856	62412021.33248353	41237775.18545234	74998133.34955329	94291471.08638509	1051838.7742411974	55435739.38913618	50620654.10932519	190235835.84996653	32677529.973840214	36806300.33354356	154143825.88745728	23921202.32141303	1215058.9506806673	56925054.86767963	42373265.91311637	48039034.61725939	32185113.93857455	53917959.5	33013306.736383878	30917067.700306177	64698207.47252656	1020173.4173430906	75809808.54585224	89639170.53691511	49867813.47506791	51741468.4564309	104681026.24317393	143504487.1085023	209069609.69513896	32941155.139608357	59274320.209401324	64156637.53701223	62492970.998337604	79815287.46220054	41706191.24170208	56313638.14040325	62492970.998337604	69895867.81289104	42373265.91311637	48953424.04616365	50620654.10932519	63555114.40250504	48039034.61725939	51741468.4564309	50620654.10932519	65867315.790228814	1363309364.8162305	1668072575.962318	2062268042.9451408	1436675174.3196096	625592868.6255312	394195466.9828227	2062268042.9451408	698958678.1289103
409.464__9.11_6205	48387740.8089688	55128274.600352705	22209994.578645833	53552295.38571082	45040145.86180123	39692448.43785038	37586480.53073357	65840510.38709161	37093150.6495659	28790633.956905928	46635602.727926545	61405162.791650675	39599832.72482873	35765154.73183096	40153249.41246494	67094593.2954855	63418893.00906428	82940773.22075446	53059343.5278616	23317791.913380314	42149978.031131	125554018.82865295	98438973.23080198	53328118.107283615	38225519.5	34353804.67237654	24838400.162451398	27598149.948254406	65480065.15294408	38104750.500336364	35723194.14348238	39768421.674277015	48887865.65928572	50234568.800545275	48996222.408681445	49065555.52012583	48907750.73590126	49254921.261195295	49323078.50549066	49065555.52012583	46376824.97516109	42149978.031131	41151613.72179797	42149978.031131	43595061.94646612	40153249.41246494	48887865.65928572	42149978.031131	44040094.623409584	1155395082.4125414	1273901782.6257176	1619163332.1641524	880339513.2462226	738823818.9179294	345261549.5384346	1619163332.1641524	463768249.75161093
409.382_C28H50_9.33_1192	6679244.497584488	52569964.635149606	44514776.10307941	38105433.82471861	74947046.72972868	12534530.096425682	35585259.38608794	71281856.1718247	64485740.960933626	45287859.13942468	86313160.51456916	36405808.2165472	87261442.61348337	17672883.326994628	1291570.5088302512	43662868.01722387	69067864.55353564	24410789.5	52542373.879298076	1325966.9844584973	42705294.79341801	68369957.62709792	33832664.49798894	33565899.42227518	74704273.18333735	122452182.77591169	6683932.688990937	1819259.8712397686	50513478.69940224	56052315.7282021	72725086.10574053	62253867.55006836	33895283.33406889	47627197.47441986	47778071.250467226	46227876.84659515	46537796.49573855	45855973.26762307	40470011.91792747	46227876.84659515	43009439.40259831	52542373.879298076	48528574.99118874	44514776.10307941	40405364.30906831	45287859.13942468	36405808.2165472	44514776.10307941	35995533.80131757	1095425541.9116569	1242229852.512148	1525519935.93764	837680336.923294	687839599.014346	283290083.4254923	1525519935.93764	430094394.0259831
409.329_C23H46O4_8.42_3953	39934423.637190044	52471676.1836255	42314208.050096996	53637085.70653894	58220347.63995885	28772169.88723776	23002229.61018302	122065085.37329352	47018381.01381584	53750738.19789117	89097358.12223643	22280527.012681082	27557963.92928384	50991443.803992316	20510285.400503118	37591474.71704549	28892471.654443122	50844830.17927733	73757110.40182614	23610049.85798379	30520754.965816602	75691243.78617752	102532553.69350305	37897216.78429317	35683262.707948305	28380579.88072676	39988706.20945045	16185960.281855337	19357950.109702393	99237437.33319858	68702721.93440586	35567668.88282971	63843239.5	53943625.35456367	52308070.40295667	48482095.649970055	52812720.43151672	43285345.91211407	34271332.28173407	48482095.649970055	35920577.32940477	47018381.01381584	44666294.53195642	39988706.20945045	45462933.72059118	39988706.20945045	28772169.88723776	39988706.20945045	28832320.770840444	1240703383.1549644	1360009830.4768734	1599909156.4490118	950628967.767301	649280188.6817111	239899325.97213852	1599909156.4490118	359205773.2940477
409.306_C18H40N4O6_5.36_3818	12480032.956757355	29953127.174381915	33002212.831027295	69442956.22549108	77392748.43146808	20180197.935774647	58447614.36019838	29441561.46073707	43878517.33317399	42993313.44260312	62732960.55920971	30958720.46018824	55614202.02555861	37278822.043322384	10020145.097760493	38171365.85830892	41386231.36301789	34230276.74921067	43859064.28196193	72776183.64017895	63496266.542471975	24255793.411300424	23335352.25475799	39039526.93971895	15762441.526664296	52934092.79323109	22318999.0	64515277.70544245	39501356.78516075	67181405.05721131	38351622.9192537	27011574.787691794	25448756.279900935	42860155.7309992	41864481.907934316	40830082.431307174	45085052.557579644	35724118.27978018	36988027.23240628	40830082.431307174	36160913.84201548	38351622.9192537	38261494.38878131	38351622.9192537	38695574.92948632	38171365.85830892	39501356.78516075	38351622.9192537	38390089.41424157	985783581.8129816	1088476529.6062922	1347392720.2331367	811530946.0364336	535861774.1967027	258916190.62684396	1347392720.2331367	361609138.4201548
